"","ï..PWSID","Water.System.Name","Fee.Code","Population","Service.Connections","CES.3.0.Score","Median_12month_HH_Income","Median_rent_pct_Income","tag","logService.Connections","Median_12month_HH_Income2","fee.code"
"1237","CA2800040","MONDAVI FARM WORKER CENTER","SC",63,2,12.04," $149,612.00 ",30.9,"Bin A",0.301029995663981,149612,4
"1238","CA2110007","COAST SPRINGS - CAL. WATER SERVICE (PUC)","SC",210,251,9.34," $91,399.00 ",30.9,"Bin A",2.39967372148104,91399,4
"1239","CA2100519","ESTERO MUTUAL","SC",186,145,9.34," $91,399.00 ",30.9,"Bin A",2.16136800223497,91399,4
"1240","CA2110008","LAWSON S LANDING","SC",962,65,9.34," $91,399.00 ",30.9,"Bin A",1.81291335664286,91399,4
"1241","CA2100579","NICASIO VALLEY RANCH MUTUAL","SC",43,14,9.34," $91,399.00 ",30.9,"Bin A",1.14612803567824,91399,4
"1242","CA2100549","BLUE MOUNTAIN CENTER","SC",35,12,9.34," $91,399.00 ",30.9,"Bin A",1.07918124604762,91399,4
"1243","CA2110006","NORTH MARIN WD - PT. REYES","SC",1700,766,9.3," $91,229.73 ",30.89,"Bin A",2.8842287696326,91229.73,4
"1244","CA5000090","RIVERVIEW MOBILE HOME ESTATES","SC",250,175,44.18," $54,222.76 ",30.87,"Bin A",2.24303804868629,54222.76,4
"1245","CA1910140","RUBIO CANON LAND & WATER ASSOCIATION","C1",9600,3128,16.23," $106,691.66 ",30.85,"Bin B",3.49526674438781,106691.66,1
"1246","CA3600180","NAVAJO MWC","SC",276,80,18.99," $49,450.93 ",30.83,"Bin A",1.90308998699194,49450.93,4
"1247","CA0510006","CCWD - JENNY LIND","C1",9592,3800,21.68," $74,888.46 ",30.81,"Bin C",3.57978359661681,74888.46,1
"1248","CA1000366","SUNNYSIDE CONVALESCENT HOSP","SC",275,1,82.03," $41,321.00 ",30.8,"Bin A",0,41321,4
"1249","CA5210002","GERBER LAS FLORES CSD","SC",1200,399,29.9," $45,000.00 ",30.8,"Bin A",2.60097289568675,45000,4
"1250","CA5200502","LAS FLORES WATER WORKS","SC",191,63,29.9," $45,000.00 ",30.8,"Bin A",1.79934054945358,45000,4
"1251","CA5200014","WILSON ACRES MUTUAL WATER","SC",75,28,29.9," $45,000.00 ",30.8,"Bin A",1.44715803134222,45000,4
"1252","CA5200575","RANCHO COLORADO WS","SC",36,12,29.9," $45,000.00 ",30.8,"Bin A",1.07918124604762,45000,4
"1253","CA4900728","EVERGREEN MOBILE ESTATES","SC",70,23,26.8," $69,833.00 ",30.8,"Bin A",1.36172783601759,69833,4
"1254","CA4710006","MCCLOUD C.S.D.","DAVCS",1300,728,11.62," $40,000.00 ",30.8,"Bin A",2.86213137931304,40000,3
"1255","CA4700531","TENNANT C.S.D.","DAVCS",94,97,11.62," $40,000.00 ",30.8,"Bin A",1.98677173426624,40000,3
"1256","CA4710004","ETNA, CITY OF","DAVCS",720,410,11.28," $47,068.00 ",30.8,"Bin A",2.61278385671974,47068,3
"1257","CA4700503","CALLAHAN WATER DISTRICT","DAVCS",70,34,11.28," $47,068.00 ",30.8,"Bin A",1.53147891704226,47068,3
"1258","CA4010004","GROVER BEACH WATER DEPARTMENT","C1",13593,5258,14.69," $68,460.10 ",30.78,"Bin C",3.72082058177034,68460.1,1
"1259","CA0410008","THERMALITO WATER & SEWER DIST","DAVCL",10095,3059,23.26," $48,095.81 ",30.75,"Bin B",3.48557947698468,48095.81,2
"1260","CA1910027","LOS ANGELES CWWD 40, REG. 35-N.E. L.A.","SC",797,220,20.11," $30,965.03 ",30.75,"Bin A",2.34242268082221,30965.03,4
"1261","CA2810004","ST. HELENA, CITY OF","C1",6196,2580,17.55," $83,031.72 ",30.72,"Bin B",3.41161970596323,83031.72,1
"1262","CA3100538","ROSECREST MUTUAL","SC",31,15,27.9," $70,190.00 ",30.7,"Bin A",1.17609125905568,70190,4
"1263","CA4500007","VERDE VALE WATER COMPANY","SC",356,108,27.63," $35,000.00 ",30.7,"Bin A",2.03342375548695,35000,4
"1264","CA4500107","ZUFALL'S MOBILEHOME PARK","SC",165,72,27.63," $35,000.00 ",30.7,"Bin A",1.85733249643127,35000,4
"1265","CA4500194","VILLAGE GREEN","SC",90,32,27.63," $35,000.00 ",30.7,"Bin A",1.50514997831991,35000,4
"1266","CA4500082","MIDWAY MOBILEHOME PARK","SC",50,29,27.63," $35,000.00 ",30.7,"Bin A",1.46239799789896,35000,4
"1267","CA5610006","YERBA BUENA WATER COMPANY","SC",690,245,10.34," $232,211.05 ",30.66,"Bin A",2.38916608436453,232211.05,4
"1268","CA3610121","SBDNO COUNTY SERVICE AREA 64","C1",14375,3922,23.97," $86,373.98 ",30.66,"Bin C",3.59350758933177,86373.98,1
"1269","CA4910013","VALLEY OF THE MOON WATER DISTRICT","C1",27000,6981,15.38," $78,512.25 ",30.63,"Bin D",3.84391763800639,78512.25,1
"1270","CA5610009","PORT HUENEME WATER DEPT","C1",21926,5847,30.02," $69,392.10 ",30.62,"Bin C",3.76693309383728,69392.1,1
"1271","CA4510013","SHASTA C.S.D.","DAVCS",1584,480,16.09," $61,633.71 ",30.62,"Bin A",2.68124123737559,61633.71,3
"1272","CA1410009","INYO COUNTY PWD - LONE PINE","DAVCS",2035,503,29.31," $40,150.00 ",30.6,"Bin A",2.70156798505593,40150,3
"1273","CA1410505","NPS - DEATH VALLEY, FURNACE CREEK","SC",150,150,29.31," $40,150.00 ",30.6,"Bin A",2.17609125905568,40150,4
"1274","CA1400036","KEELER COMMUNITY SERVICE DISTRICT","SC",50,67,29.31," $40,150.00 ",30.6,"Bin A",1.82607480270083,40150,4
"1275","CA1400098","DARWIN COMMUNITY SERVICE DISTRICT","SC",40,63,29.31," $40,150.00 ",30.6,"Bin A",1.79934054945358,40150,4
"1276","CA1410503","NPS - DEATH VALLEY, COW CREEK/NEVARES","SC",88,61,29.31," $40,150.00 ",30.6,"Bin A",1.78532983501077,40150,4
"1277","CA1400037","FOOTHILL MOBILE HOME PARK","SC",60,48,29.31," $40,150.00 ",30.6,"Bin A",1.68124123737559,40150,4
"1278","CA1400004","CHARLES BROWN WATER COMPANY","SC",242,40,29.31," $40,150.00 ",30.6,"Bin A",1.60205999132796,40150,4
"1279","CA1400027","CARTAGO MUTUAL WATER COMPANY","SC",132,40,29.31," $40,150.00 ",30.6,"Bin A",1.60205999132796,40150,4
"1280","CA1400072","NORTH LONE PINE MUTUAL WATER COMPANY","SC",70,33,29.31," $40,150.00 ",30.6,"Bin A",1.51851393987789,40150,4
"1281","CA1400099","MOUNTAIN VIEW TRAILER COURT","SC",53,24,29.31," $40,150.00 ",30.6,"Bin A",1.38021124171161,40150,4
"1282","CA1410502","NPS - DEATH VALLEY, STOVEPIPE WELLS","SC",175,14,29.31," $40,150.00 ",30.6,"Bin A",1.14612803567824,40150,4
"1283","CA4400652","CATHEDRAL HILLS MWC, INC","SC",60,22,4.09," $146,058.00 ",30.6,"Bin A",1.34242268082221,146058,4
"1284","CA3301428","BLYTHE - MESA RANCH","SC",548,184,32.5," $37,248.46 ",30.59,"Bin A",2.26481782300954,37248.46,4
"1285","CA2700713","ROLLING HILLS RANCHO WA","SC",184,56,14.27," $85,510.92 ",30.58,"Bin A",1.7481880270062,85510.92,4
"1286","CA3910010","SAN JOAQUIN COUNTY - LINCOLN VILLAGE","C1",5924,1795,39.3," $58,302.85 ",30.55,"Bin B",3.25406445291434,58302.85,1
"1287","CA1010034","SAN JOAQUIN, CITY OF","SC",4060,730,48.18," $35,368.00 ",30.5,"Bin A",2.86332286012046,35368,4
"1288","CA1010030","TRANQUILLITY IRRIGATION DISTRICT","SC",897,348,48.18," $35,368.00 ",30.5,"Bin A",2.54157924394658,35368,4
"1289","CA1000359","FCSA #32/CANTUA CREEK","DAVCS",255,79,48.18," $35,368.00 ",30.5,"Bin A",1.89762709129044,35368,3
"1290","CA1009051","CANTUA CREEK VINEYARDS, IV, LLC.","SC",50,15,48.18," $35,368.00 ",30.5,"Bin A",1.17609125905568,35368,4
"1291","CA1000186","HELM SCHOOL","SC",146,11,48.18," $35,368.00 ",30.5,"Bin A",1.04139268515823,35368,4
"1292","CA1009258","SAN ANDREAS FARMS","SC",25,7,48.18," $35,368.00 ",30.5,"Bin A",0.845098040014257,35368,4
"1293","CA0707553","RIVERVIEW MOBILE HOMES","SC",216,72,38.81," $64,123.00 ",30.5,"Bin A",1.85733249643127,64123,4
"1294","CA0707589","BELLA VISTA WATER SYS","SC",93,33,38.81," $64,123.00 ",30.5,"Bin A",1.51851393987789,64123,4
"1295","CA3600220","CSA 42 ORO GRANDE","SC",700,140,37.62," $34,301.00 ",30.5,"Bin A",2.14612803567824,34301,4
"1296","CA4500254","ANDERSON PARK VILLAGE","SC",110,41,19.28," $34,743.00 ",30.5,"Bin A",1.61278385671974,34743,4
"1297","CA4901246","DOWNTOWN GRATON MUTUAL WATER SYSTEM","SC",118,25,16.03," $82,750.00 ",30.5,"Bin A",1.39794000867204,82750,4
"1298","CA4900674","PINE HILL TERRACE MOBILE HOME PARK","SC",27,23,16.03," $82,750.00 ",30.5,"Bin A",1.36172783601759,82750,4
"1299","CA4901221","GRATON MUTUAL (GREEN VALLEY HOA)","SC",50,16,16.03," $82,750.00 ",30.5,"Bin A",1.20411998265592,82750,4
"1300","CA4010040","GOLDEN STATE WATER COMPANY-CYPRESS RIDGE","SC",2554,984,14.06," $84,438.00 ",30.5,"Bin A",2.99299509843134,84438,4
"1301","CA4000650","MESA DUNES MOBILE HOME ESTATES","SC",600,304,14.06," $84,438.00 ",30.5,"Bin A",2.48287358360875,84438,4
"1302","CA4000506","WOODLAND PARK MUTUAL WATER CO","SC",500,151,14.06," $84,438.00 ",30.5,"Bin A",2.17897694729317,84438,4
"1303","CA4000805","CALLENDER GROVE MUTUAL WATER","SC",30,45,14.06," $84,438.00 ",30.5,"Bin A",1.65321251377534,84438,4
"1304","CA4000775","MUSTANG SPRINGS MUTUAL WATER","SC",30,16,7.27," $85,385.00 ",30.5,"Bin A",1.20411998265592,85385,4
"1305","CA4010081","WOODLANDS DEVELOPMENT","SC",2876,1137,14.07," $84,400.52 ",30.48,"Bin B",3.05576046468773,84400.52,4
"1306","CA1009214","WESTSIDE HARVESTING","SC",25,24,48.88," $35,239.66 ",30.47,"Bin A",1.38021124171161,35239.66,4
"1307","CA3710044","RINCON DEL DIABLO MWD (ID-A)","C1",2700,1059,16.51," $114,526.89 ",30.41,"Bin B",3.02489596010748,114526.89,1
"1308","CA1610006","STRATFORD PUD","DAVCS",1301,364,50.24," $41,331.00 ",30.4,"Bin A",2.56110138364906,41331,3
"1309","CA1610009","KETTLEMAN CITY CSD","DAVCS",1450,354,50.24," $41,331.00 ",30.4,"Bin A",2.54900326202579,41331,3
"1310","CA3910024","SAN JOAQUIN COUNTY - WILKINSON MANOR","SC",845,256,41.42," $87,344.00 ",30.4,"Bin A",2.40823996531185,87344,4
"1311","CA3900722","MORADA ESTATES PWS","SC",158,86,41.42," $87,344.00 ",30.4,"Bin A",1.93449845124357,87344,4
"1312","CA3901337","MORADA ESTATES N PWS #46","SC",180,82,41.42," $87,344.00 ",30.4,"Bin A",1.91381385238372,87344,4
"1313","CA3900720","SHADED TERRACE PWS","SC",161,72,41.42," $87,344.00 ",30.4,"Bin A",1.85733249643127,87344,4
"1314","CA3900602","TAHAMA VILLAGE MOBILE HOME PARK","SC",200,68,41.42," $87,344.00 ",30.4,"Bin A",1.83250891270624,87344,4
"1315","CA3900563","GAYLA MANOR PWS","SC",146,54,41.42," $87,344.00 ",30.4,"Bin A",1.73239375982297,87344,4
"1316","CA3901159","WILKINSON MANOR A-ZONE PWS","SC",100,38,41.42," $87,344.00 ",30.4,"Bin A",1.57978359661681,87344,4
"1317","CA3900512","MORADA ACRES WATER SYSTEM","SC",105,32,41.42," $87,344.00 ",30.4,"Bin A",1.50514997831991,87344,4
"1318","CA3900523","MORADA MANOR WATER SYSTEM","SC",109,32,41.42," $87,344.00 ",30.4,"Bin A",1.50514997831991,87344,4
"1319","CA3901081","MOBILE VILLAS TRAILER PARK","SC",130,32,41.42," $87,344.00 ",30.4,"Bin A",1.50514997831991,87344,4
"1320","CA3900517","ALMOND PARK WATER SYSTEM","SC",60,20,41.42," $87,344.00 ",30.4,"Bin A",1.30102999566398,87344,4
"1321","CA2000692","MD 95 RANCHOS WEST","SC",150,27,39.04," $63,244.00 ",30.4,"Bin A",1.43136376415899,63244,4
"1322","CA2000529","BONADELLE RANCHOS MUTUAL WATER","SC",50,23,39.04," $63,244.00 ",30.4,"Bin A",1.36172783601759,63244,4
"1323","CA2701904","SAN JERARDO COOP WS","SC",249,67,32.02," $76,071.00 ",30.4,"Bin A",1.82607480270083,76071,4
"1324","CA2701740","BLUFFS WS","SC",120,44,32.02," $76,071.00 ",30.4,"Bin A",1.64345267648619,76071,4
"1325","CA2702409","EL CAMINO WC INC","SC",90,31,32.02," $76,071.00 ",30.4,"Bin A",1.49136169383427,76071,4
"1326","CA5602115","SAVIERS ROAD MUTUAL WATER CO","SC",368,92,20.67," $70,495.00 ",30.4,"Bin A",1.96378782734556,70495,4
"1327","CA3910020","STOCKTON VERDE MOBILE HOME PARK","SC",571,293,41.42," $87,247.08 ",30.38,"Bin A",2.46686762035411,87247.08,4
"1328","CA4210020","SANTA YNEZ RIVER WATER CONS. DIST. ID#1","C1",6737,2497,10.71," $77,869.79 ",30.34,"Bin B",3.39741854235135,77869.79,1
"1329","CA3900504","CLEMENTS WATER WORKS #43","SC",120,65,16.13," $80,882.12 ",30.3,"Bin A",1.81291335664286,80882.12,4
"1330","CA2701820","CORDA RD WS","SC",60,19,26.19," $44,758.00 ",30.3,"Bin A",1.27875360095283,44758,4
"1331","CA2110001","INVERNESS PUBLIC UTILITY DIST","SC",1445,516,4.83," $75,625.00 ",30.3,"Bin A",2.71264970162721,75625,4
"1332","CA2110502","NPS PRNS - BEACHES","SC",55,7,4.83," $75,625.00 ",30.3,"Bin A",0.845098040014257,75625,4
"1333","CA5010006","CITY OF WATERFORD","C1",8788,2112,42.47," $56,155.77 ",30.29,"Bin B",3.32469391386177,56155.77,1
"1334","CA1310001","BRAWLEY, CITY OF","C1",27337,5758,37.74," $53,313.74 ",30.28,"Bin C",3.76027166054206,53313.74,1
"1335","CA4810004","CITY OF RIO VISTA","C1",9416,5145,38.65," $66,339.31 ",30.23,"Bin C",3.71138537909845,66339.31,1
"1336","CA2010003","BASS LAKE WATER COMPANY","C1",4527,1009,13.18," $57,372.79 ",30.21,"Bin A",3.00389116623691,57372.79,1
"1337","CA5010033","CITY OF MODESTO - GRAYSON","SC",871,277,47.34," $63,259.00 ",30.2,"Bin A",2.44247976906445,63259,4
"1338","CA5010007","HILLSVIEW HOMES","DAVCS",887,230,47.34," $63,259.00 ",30.2,"Bin A",2.36172783601759,63259,3
"1339","CA5000313","BUEHNER WATER SYSTEM","SC",150,50,47.34," $63,259.00 ",30.2,"Bin A",1.69897000433602,63259,4
"1340","CA5000408","WESTLEY CSD","SC",70,35,47.34," $63,259.00 ",30.2,"Bin A",1.54406804435028,63259,4
"1341","CA5000297","BUEHNER HOUSES","SC",25,13,47.34," $63,259.00 ",30.2,"Bin A",1.11394335230684,63259,4
"1342","CA4800574","DANA RANCH","SC",34,9,38.66," $66,392.00 ",30.2,"Bin A",0.954242509439325,66392,4
"1343","CA4810801","DELTA CONSERVATION CAMP","SC",150,1,38.66," $66,392.00 ",30.2,"Bin A",0,66392,4
"1344","CA3901172","PAR COUNTRY ESTATES CSA-16","SC",120,51,24.43," $110,326.00 ",30.2,"Bin A",1.70757017609794,110326,4
"1345","CA4900795","STONEGATE MOBILE HOME PARK","SC",100,75,23.63," $75,350.00 ",30.2,"Bin A",1.8750612633917,75350,4
"1346","CA1009232","SUMNER PECK RANCH","SC",85,19,55.6," $34,015.76 ",30.18,"Bin A",1.27875360095283,34015.76,4
"1347","CA3900653","ISLANDER MARINA","SC",150,74,54.89," $89,324.86 ",30.17,"Bin A",1.86923171973098,89324.86,4
"1348","CA1310005","HOLTVILLE, CITY OF","C1",6032,1514,37," $47,038.28 ",30.17,"Bin B",3.18012587516405,47038.28,1
"1349","CA4210007","MONTECITO WATER DIST","C1",11428,4574,5.79," $134,292.42 ",30.14,"Bin C",3.66029616027073,134292.42,1
"1350","CA1000019","FCSA #30/EL PORVENIR","DAVCS",185,56,56.67," $33,821.39 ",30.14,"Bin A",1.7481880270062,33821.39,3
"1351","CA4900548","HOLLAND HEIGHTS MUTUAL WATER COMPANY","SC",300,117,11," $73,538.58 ",30.13,"Bin A",2.06818586174616,73538.58,4
"1352","CA0910013","GEORGETOWN DIVIDE PUD","C1",9102,3824,10.83," $77,960.61 ",30.1,"Bin C",3.58251788360406,77960.61,1
"1353","CA5010034","CITY OF MODESTO - NORTH TURLOCK","SC",145,52,24.41," $67,227.17 ",30.1,"Bin A",1.7160033436348,67227.17,4
"1354","CA1000585","MURRIETA/HERNANDEZ FARMS","SC",25,10,57.57," $33,657.00 ",30.1,"Bin A",1,33657,4
"1355","CA4210009","CUYAMA COMMUNITY SERVICES DISTRICT","DAVCS",763,254,17.54," $58,523.00 ",30.1,"Bin A",2.40483371661994,58523,3
"1356","CA4300542","SAN MARTIN COUNTY WATER DISTRICT","SC",614,186,26.86," $112,144.73 ",30.1,"Bin A",2.26951294421792,112144.73,4
"1357","CA1009020","FIVE POINTS RANCH","SC",100,32,47.56," $36,105.88 ",30.07,"Bin A",1.50514997831991,36105.88,4
"1358","CA5010039","WESTERN HILLS WATER DISTRICT/DIABLO GRAN","C1",2000,596,47.11," $61,959.11 ",30.03,"Bin A",2.77524625974024,61959.11,1
"1359","CA2710007","GONZALES, CITY OF","C1",8549,1912,25.75," $48,942.93 ",30.03,"Bin B",3.28148788794008,48942.93,1
"1360","CA3901092","SAN JOAQUIN WATER WORKS #2","SC",293,98,24.96," $71,909.62 ",30.02,"Bin A",1.99122607569249,71909.62,4
"1361","CA1600023","AZCAL MANAGEMENT CO","SC",73,21,46.91," $41,272.31 ",30.02,"Bin A",1.32221929473392,41272.31,4
"1362","CA2300743","DOLPHIN ISLE MARINA","DAVCS",560,86,20.97," $40,470.61 ",30.01,"Bin A",1.93449845124357,40470.61,3
"1363","CA5610021","WARRING WATER SERVICE INC","SC",2100,562,33.16," $52,250.00 ",30,"Bin A",2.74973631556906,52250,4
"1364","CA5601144","RANCHO SESPE WORKERS IMP ASSOC","SC",600,108,33.16," $52,250.00 ",30,"Bin A",2.03342375548695,52250,4
"1365","CA1510033","CWS - KERNVILLE","C1",2520,1779,33.01," $33,171.00 ",30,"Bin B",3.25017594808393,33171,1
"1366","CA1500209","ALTA SIERRA MUTUAL WATER CO.","SC",143,224,33.01," $33,171.00 ",30,"Bin A",2.35024801833416,33171,4
"1367","CA1510043","CWS-ONYX WATER SYSTEM","SC",269,197,33.01," $33,171.00 ",30,"Bin A",2.29446622616159,33171,4
"1368","CA1500407","CWS-SPLIT MOUNTAIN WATER SYSTEM","SC",211,160,33.01," $33,171.00 ",30,"Bin A",2.20411998265592,33171,4
"1369","CA1500588","SON SHINE PROPERTIES","SC",438,106,33.01," $33,171.00 ",30,"Bin A",2.02530586526477,33171,4
"1370","CA1500393","RAINBIRD VALLEY MUTUAL WATER COMPANY","SC",238,85,33.01," $33,171.00 ",30,"Bin A",1.92941892571429,33171,4
"1371","CA1502564","SIERRA MEADOWS","SC",68,51,33.01," $33,171.00 ",30,"Bin A",1.70757017609794,33171,4
"1372","CA1500465","OAK KNOLLS MUTUAL WATER COMPANY","SC",123,47,33.01," $33,171.00 ",30,"Bin A",1.67209785793572,33171,4
"1373","CA1500336","BURLANDO HEIGHTS MUTUAL WATER CO.","SC",45,42,33.01," $33,171.00 ",30,"Bin A",1.6232492903979,33171,4
"1374","CA1500398","FRONTIER TRAILS HOMEOWNERS ASSOC INC.","SC",32,32,33.01," $33,171.00 ",30,"Bin A",1.50514997831991,33171,4
"1375","CA1503536","GLENNVILLE MUTUAL WATER COMPANY","SC",100,28,33.01," $33,171.00 ",30,"Bin A",1.44715803134222,33171,4
"1376","CA1502315","CAMP OWEN WATER SYSTEM","SC",225,23,33.01," $33,171.00 ",30,"Bin A",1.36172783601759,33171,4
"1377","CA3100043","GOLD HILL MOBILEHOME PARK","SC",75,32,21.48," $78,917.00 ",30,"Bin A",1.50514997831991,78917,4
"1378","CA3301630","BLYTHE - HIDDEN BEACHES","SC",373,118,20.7," $39,219.00 ",30,"Bin A",2.07188200730613,39219,4
"1379","CA3301045","BLYTHE MOBILE HOME ESTATES","SC",35,24,20.7," $39,219.00 ",30,"Bin A",1.38021124171161,39219,4
"1380","CA3410016","ORANGE VALE WATER COMPANY","C1",18005,5682,12.77," $77,601.75 ",29.99,"Bin C",3.75450122938692,77601.75,1
"1381","CA1710004","LAKEPORT, CITY OF","DAVCL",4762,2232,21.64," $45,329.16 ",29.98,"Bin B",3.34869419026554,45329.16,2
"1382","CA1610005","LEMOORE, CITY OF","C1",26093,7028,32.7," $58,615.79 ",29.98,"Bin D",3.84683175282326,58615.79,1
"1383","CA1510055","CWS - NORTH GARDEN","C1",24313,6843,23.6," $85,052.13 ",29.98,"Bin D",3.83524653999631,85052.13,1
"1384","CA4810005","SUISUN-SOLANO WATER AUTHORITY","C1",29917,8436,20.31," $73,325.13 ",29.96,"Bin D",3.92613657106745,73325.13,1
"1385","CA4300521","KENNON WATER COMPANY","SC",142,43,4.96," $177,030.66 ",29.94,"Bin A",1.63346845557959,177030.66,4
"1386","CA4901309","HILTON MUTUAL WATER COMPANY","SC",98,16,13.37," $62,869.95 ",29.93,"Bin A",1.20411998265592,62869.95,4
"1387","CA1700630","PIER 1900 HOMEOWNER S ASSOCIATION","SC",51,51,21.68," $45,323.00 ",29.9,"Bin A",1.70757017609794,45323,4
"1388","CA3410005","RANCHO MURIETA COMMUNITY SERVI","C1",5688,2714,14.38," $105,738.00 ",29.9,"Bin B",3.43360984332372,105738,1
"1389","CA4900545","BRANGER MUTUAL WATER COMPANY, INC.","SC",300,83,9.77," $73,147.00 ",29.9,"Bin A",1.91907809237607,73147,4
"1390","CA4900580","SONOMA MOUNTAIN COUNTY WATER DISTRICT","SC",154,55,9.77," $73,147.00 ",29.9,"Bin A",1.74036268949424,73147,4
"1391","CA2310010","HOPLAND PUBLIC UTILITY DISTRICT","DAVCS",1076,326,9.57," $53,897.00 ",29.9,"Bin A",2.51321760006794,53897,3
"1392","CA4310021","PURISSIMA HILLS WATER DISTRICT","C1",6190,2132,4.27," $156,917.00 ",29.9,"Bin B",3.32878720035453,156917,1
"1393","CA3710026","VALLEY CENTER MWD","C1",25766,8990,11.2," $93,525.72 ",29.89,"Bin D",3.95375969173323,93525.72,1
"1394","CA1910130","QUARTZ HILL WATER DIST.","C1",20352,5760,17.27," $76,953.69 ",29.85,"Bin C",3.76042248342321,76953.69,1
"1395","CA5500080","TWAIN HARTE VALLEY MWC","SC",202,106,17.89," $62,152.67 ",29.84,"Bin A",2.02530586526477,62152.67,4
"1396","CA3910023","OAKWOOD LAKE WATER DISTRICT-SUBDIVISION","SC",891,339,54.37," $89,442.54 ",29.84,"Bin A",2.53019969820308,89442.54,4
"1397","CA1910247","SANTA CLARITA VALLEY W.A.-CASTAIC DIV.","C1",6300,1909,14.94," $109,428.21 ",29.82,"Bin B",3.28080592839367,109428.21,1
"1398","CA3301541","RECHE CANYON MUTUAL WATER CO.","SC",150,49,35.85," $81,841.27 ",29.81,"Bin A",1.69019608002851,81841.27,4
"1399","CA3710004","DEL MAR, CITY OF","C1",4322,1861,3," $110,987.24 ",29.81,"Bin B",3.26974637313077,110987.24,1
"1400","CA3600215","GILBERT STREET COMPLEX","SC",1000,15,73.28," $15,909.00 ",29.8,"Bin A",1.17609125905568,15909,4
"1401","CA3600187","OLIVE DELL RANCH","SC",350,100,35.87," $81,897.00 ",29.8,"Bin A",2,81897,4
"1402","CA3301280","GOLDEN ERA PRODUCTIONS","SC",500,40,28.5," $49,676.00 ",29.8,"Bin A",1.60205999132796,49676,4
"1403","CA2701036","APPLE AVE WS #03","SC",60,20,27.41," $57,170.00 ",29.8,"Bin A",1.30102999566398,57170,4
"1404","CA2701034","APPLE AVE WS #02","SC",75,18,27.41," $57,170.00 ",29.8,"Bin A",1.25527250510331,57170,4
"1405","CA5510009","GROVELAND COMMUNITY SERV DIST","DAVCL",3400,3246,20.15," $54,650.00 ",29.8,"Bin B",3.51134851549021,54650,2
"1406","CA5500119","YOSEMITE VISTA ESTATES","SC",59,59,20.15," $54,650.00 ",29.8,"Bin A",1.77085201164214,54650,4
"1407","CA5510503","YOSEMITE NPS-HODGDON MEADOW","SC",51,31,20.15," $54,650.00 ",29.8,"Bin A",1.49136169383427,54650,4
"1408","CA5510006","MI WUK VILLAGE MUT WTR CO","SC",1737,769,17.81," $62,355.00 ",29.8,"Bin A",2.88592633980143,62355,4
"1409","CA5510011","COLD SPRINGS WATER CO","DAVCS",201,533,17.81," $62,355.00 ",29.8,"Bin A",2.72672720902657,62355,3
"1410","CA5510004","PINECREST PERMITTEES ASSN","SC",1253,390,17.81," $62,355.00 ",29.8,"Bin A",2.5910646070265,62355,4
"1411","CA5510007","DEL ORO WATER COMPANY - STRAWBERRY DIV.","SC",1283,389,17.81," $62,355.00 ",29.8,"Bin A",2.58994960132571,62355,4
"1412","CA5510016","SIERRA PARK WATER COMPANY, INC.","DAVCS",300,345,17.81," $62,355.00 ",29.8,"Bin A",2.53781909507327,62355,3
"1413","CA5500057","LONG BARN PROPERTY OWNERS","SC",567,162,17.81," $62,355.00 ",29.8,"Bin A",2.20951501454263,62355,4
"1414","CA5500060","MI WUK HEIGHTS MWC","SC",352,158,17.81," $62,355.00 ",29.8,"Bin A",2.19865708695442,62355,4
"1415","CA5500074","SIERRA VILLAGE MUTUAL WATER CO","SC",272,127,17.81," $62,355.00 ",29.8,"Bin A",2.10380372095596,62355,4
"1416","CA5500053","LEISURE PINES MUTUAL WATER CO","SC",340,103,17.81," $62,355.00 ",29.8,"Bin A",2.01283722470517,62355,4
"1417","CA5500115","SUGAR PINE RV RESORT","DAVCS",244,87,17.81," $62,355.00 ",29.8,"Bin A",1.93951925261862,62355,3
"1418","CA5500019","JENNESS PARK CHRISTIAN CAMP","SC",525,43,17.81," $62,355.00 ",29.8,"Bin A",1.63346845557959,62355,4
"1419","CA5510021","TUD-PEACEFUL PINES WATER SYSTEM","DAVCS",65,33,17.81," $62,355.00 ",29.8,"Bin A",1.51851393987789,62355,3
"1420","CA5500353","SIERRA VILLAGE MOBILE HOME PARK","SC",30,30,17.81," $62,355.00 ",29.8,"Bin A",1.47712125471966,62355,4
"1421","CA4900723","SHAMROCK MOBILE HOME PARK","SC",188,127,11.9," $89,348.00 ",29.8,"Bin A",2.10380372095596,89348,4
"1422","CA0900404","OAKLANE MOBILE VILLAGE, LLC.","SC",75,35,6.68," $79,281.00 ",29.8,"Bin A",1.54406804435028,79281,4
"1423","CA3410007","DEL PASO MANOR COUNTY WATER DI","C1",4520,1795,26.19," $60,415.14 ",29.79,"Bin B",3.25406445291434,60415.14,1
