PWSID,requested,responded,voluntary,tag,Service_Connections,Population,Fee_Code,Regulating_Agency,Water_System_Name,bill_freq,bill_freq_other,submetered_YN,expense_2019_Apr,expense_2019_May,expense_2019_Jun,expense_2019_Jul,expense_2019_Aug,expense_2019_Sep,expense_2019_Oct,expense_2019_Total,revenue_2019_Apr,revenue_2019_May,revenue_2019_Jun,revenue_2019_Jul,revenue_2019_Aug,revenue_2019_Sep,revenue_2019_Oct,revenue_2019_Total,expense_2020_Apr,expense_2020_May,expense_2020_Jun,expense_2020_Jul,expense_2020_Aug,expense_2020_Sep,expense_2020_Oct,expense_2020_Total,revenue_2020_Apr,revenue_2020_May,revenue_2020_Jun,revenue_2020_Jul,revenue_2020_Aug,revenue_2020_Sep,revenue_2020_Oct,revenue_2020_Total,comments_exp_rev,cash_reserve_restricted,cash_reserve_unrestricted,cash_reserve_total,months_before_assist,loans_YN,delinquent_num_acc,delinquent_amount_dollars,comments_cash_reserves,filename
CA4300542,n,NA,not.requested,Bin A,186,614,SC,DISTRICT 17 - SANTA CLARA,SAN MARTIN COUNTY WATER DISTRICT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA4900832,n,NA,not.requested,Bin A,186,410,SC,DISTRICT 18 - SONOMA,LEISURE MOBILE HOME PARK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA1900907,n,NA,not.requested,Bin A,185,540,SC,LPA49 - LA COUNTY,SHERWOOD MOBILE HOME PARK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3301428,n,NA,not.requested,Bin A,184,548,SC,DISTRICT 20 - RIVERSIDE,BLYTHE - MESA RANCH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA4400502,n,NA,not.requested,Bin A,184,552,NA,LPA74 - SANTA CRUZ COUNTY,TROUT GULCH MUTUAL WATER COMPANY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3700909,n,NA,not.requested,Bin A,183,1517,SC,DISTRICT 14 - SAN DIEGO,JULIAN COMMUNITY SERVICES DISTRICT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA5410041,n,NA,not.requested,Bin A,183,716,SC,DISTRICT 12 - VISALIA,CWS - TULCO WATER COMPANY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA5602111,n,NA,not.requested,Bin A,183,915,SC,DISTRICT 06 - SANTA BARBARA,NYELAND ACRES MUTUAL WATER CO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA1900913,n,NA,not.requested,Bin A,182,495,SC,LPA49 - LA COUNTY,LILY OF THE VALLEY MOBILE VILLAGE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA4900584,n,NA,not.requested,Bin A,182,271,SC,DISTRICT 18 - SONOMA,TIMBER COVE COUNTY WATER DISTRICT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA4000523,n,NA,not.requested,Bin A,181,575,NA,LPA70 - SAN LUIS OBISPO COUNTY,S & T MUTUAL WATER COMPANY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA5010026,n,NA,not.requested,Bin A,181,597,SC,DISTRICT 10 - STOCKTON,WATERFORD - HICKMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA1500341,n,NA,not.requested,Bin A,180,60,SC,DISTRICT 19 - TEHACHAPI,SIERRA BELLA MUTUAL WATER COMPANY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA1700544,n,NA,not.requested,Bin A,180,594,DAVCS,DISTRICT 03 - MENDOCINO,COBB AREA CWD - BONANZA SPRINGS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3301267,y,y,n,Bin A,180,52,SC,LPA63 - RIVERSIDE COUNTY,FISHERMAN'S RETREAT,M,NA,N,NA,NA,NA,NA,NA,NA,NA,30000,NA,NA,NA,NA,NA,NA,NA,18690,NA,NA,NA,NA,NA,NA,NA,38880,NA,NA,NA,NA,NA,NA,NA,18690,"Totals are for seven months of expenses.      Revenue is water portion broken out from main bill that includes rent, electricity, etc.",NA,NA,0,A,Y,20,4200,The $4200 is debt from water portion.,S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT20-RIVERSIDE\Complete\Survey_LPA63-CA3301267-FISHERMAN'SRETREAT complete.xlsx
CA3600391,n,NA,not.requested,Bin A,180,900,SC,LPA66 - SAN BERNARDINO COUNTY,HILLCREST MOBILE ESTATES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA1500475,n,NA,not.requested,Bin A,179,501,DAVCS,DISTRICT 19 - TEHACHAPI,KRISTA MUTUAL WATER COMPANY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA1900849,n,NA,not.requested,Bin A,179,510,SC,LPA49 - LA COUNTY,LLANO DEL RIO WATER COMPANY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA2000521,n,NA,not.requested,Bin A,178,498,SC,DISTRICT 11 - MERCED,BROADVIEW TERRACE MUTUAL WATER COMPANY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA5000019,n,NA,not.requested,Bin A,178,610,SC,LPA80 - STANISLAUS COUNTY,RIVERDALE PARK TRACT CSD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA2701254,n,NA,not.requested,Bin A,177,584,NA,LPA57 - MONTEREY COUNTY,CARMEL RIVIERA MWC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA5400537,n,NA,not.requested,Bin A,177,44,SC,DISTRICT 24 - TULARE,LINDYS LANDING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA5400792,n,NA,not.requested,Bin A,177,690,DAVCS,DISTRICT 24 - TULARE,WOODVILLE FARM LABOR CENTER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA2210924,n,NA,not.requested,Bin A,176,420,SC,DISTRICT 11 - MERCED,YOSEMITE WEST WATER SYSTEM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA2300507,y,y,n,Bin A,176,548,DAVCS,DISTRICT 03 - MENDOCINO,CALPELLA COUNTY WATER DISTRICT,M,NA,N,18538.65,20117.57,24133.92,29694.13,40571.18,32710.86,32051.25,197817.56,22295.55,32009.72,26780.21,28331.11,33385.5,31394.99,25205.39,199402.47,24530.61,25661.19,28905.43,35508.02,41171.16,30699.36,36284.21,222759.98,24209.25,35067.06,26265.35,30871.23,32441.45,32839.17,29360.35,211053.86,NA,NA,108493.04,108493.04,F,N,5,3564.98,"#5 - We do not have a reserve account set up for delinquent customers, $108,493.04 is balance in our savings account set aside for large construction projects.",S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT03-MENDOCINO\Complete\Survey_DISTRICT03-CA2300507-CALPELLACOUNTYWATERDISTRICT.xlsx
CA3500836,n,NA,not.requested,Bin A,176,49,SC,DISTRICT 05 - MONTEREY,BETABEL RV RESORT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA0400040,n,NA,not.requested,Bin A,175,250,NA,LPA34 - BUTTE COUNTY,ALMOND GROVE MOBILE PARK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3900964,n,NA,not.requested,Bin A,175,300,SC,LPA69 - SAN JOAQUIN COUNTY,SAHARA MOBILE COURT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA4910020,n,NA,not.requested,Bin A,175,0,WH,DISTRICT 18 - SONOMA,SONOMA COUNTY WATER AGENCY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA5000090,n,NA,not.requested,Bin A,175,250,SC,LPA80 - STANISLAUS COUNTY,RIVERVIEW MOBILE HOME ESTATES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3600270,n,NA,not.requested,Bin A,174,870,SC,LPA66 - SAN BERNARDINO COUNTY,GOLDEN STATE WATER MORONGO DELNORTE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA0707613,n,NA,not.requested,Bin A,173,350,SC,LPA37 - CONTRA COSTA COUNTY,WILLOW MOBILE HOME PARK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA1500231,n,NA,not.requested,Bin A,173,849,SC,DISTRICT 12 - VISALIA,VICTORY MUTUAL WATER COMPANY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3301031,y,n,no.response,Bin A,173,561,SC,DISTRICT 20 - RIVERSIDE,BANNING HTS. MUTUAL WATER CO.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3500556,n,NA,not.requested,Bin A,173,110,SC,DISTRICT 05 - MONTEREY,MISSION FARM R.V. PARK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3900831,n,NA,not.requested,Bin A,173,340,SC,LPA69 - SAN JOAQUIN COUNTY,ARBOR MOBILE HOME PARK WS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA5700712,n,NA,not.requested,Bin A,173,400,SC,LPA87 - YOLO COUNTY,CAL AM - DUNNIGAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA1000298,n,NA,not.requested,Bin A,172,300,SC,DISTRICT 23 - FRESNO,WOODWARD BLUFFS MHP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA2702588,n,NA,not.requested,Bin A,171,564,SC,DISTRICT 05 - MONTEREY,CANADA WOODS WC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3310081,n,NA,not.requested,Bin A,171,355,DAVCS,DISTRICT 20 - RIVERSIDE,PALM SPRINGS CREST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA5601105,n,NA,not.requested,Bin A,171,353,SC,DISTRICT 06 - SANTA BARBARA,FILLMORE IRRIGATION CO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA2800526,n,NA,not.requested,Bin A,170,476,DAVCS,DISTRICT 03 - MENDOCINO,BERRYESSA ESTATES (LBRID),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3400181,n,NA,not.requested,Bin A,170,470,NA,LPA64 - SACRAMENTO COUNTY,LAGUNA DEL SOL INC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA4410301,n,NA,not.requested,Bin A,170,3029,SC,DISTRICT 05 - MONTEREY,CSP - BIG BASIN STATE PARK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3110043,n,NA,not.requested,Bin A,169,300,SC,DISTRICT 02 - LASSEN,MADDEN CREEK WATER COMPANY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA0400007,n,NA,not.requested,Bin A,168,399,NA,LPA34 - BUTTE COUNTY,BUTTE CREEK ESTATES MUTUAL WATER CO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA2500503,n,NA,not.requested,Bin A,168,300,DAVCS,DISTRICT 01 - KLAMATH,CALIFORNIA PINES C.S.D.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA5500042,n,NA,not.requested,Bin A,168,468,SC,DISTRICT 11 - MERCED,BELLEVIEW OAKS MUTUAL WATER CO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA0202504,n,NA,not.requested,Bin A,167,25,SC,LPA32 - ALPINE COUNTY,MARKLEEVILLE WATER CO.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA1200729,n,NA,not.requested,Bin A,167,633,SC,DISTRICT 01 - KLAMATH,ORLEANS C.S.D.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA1400030,n,NA,not.requested,Bin A,167,300,SC,LPA44 - INYO COUNTY,GLENWOOD MOBILE ESTATES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA2300708,n,y,y,Bin A,167,220,SC,DISTRICT 03 - MENDOCINO,RIDGEWOOD WATER SYSTEM,M,NA,N,NA,NA,NA,NA,NA,NA,NA,2399.34,NA,NA,NA,NA,NA,NA,NA,12803,NA,NA,NA,NA,NA,NA,NA,2869.02,NA,NA,NA,NA,NA,NA,NA,12703,"Totals for Table 1 expenses only include utilities, chemicals, and lab costs. The water system does not hold debt and the operator is not on payroll. The water system is not sub-metered, so a flat fee is charged for water use to all renters and lease holders of property served by the water system.",0,0,0,F,N,10,1000,"There is not currently a separate budget for the water system, although one is currently being created by a newly hired bookkeeper. All funds necessary for operation of the water system are made available by the owners of the property. It is not anticipated that any money will need to be borrowed for operations or modest improvements to the water system.",S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT03-MENDOCINO\Complete\Survey_DISTRICT03-CA2300708-RIDGEWOODWATERSYSTEMcomplete.xlsx
CA1800512,y,y,n,Bin A,166,400,DAVCS,DISTRICT 02 - LASSEN,CLEAR CREEK CSD-WESTWOOD,BM,NA,NA,4022.97,4937.81,7420.69,4150.59,4222.84,4395.26,4526.78,33676.94,2736,8503.8,3737.83,7711,2981.92,10108.95,1937.34,37716.84,6550.39,6705.38,7656.81,7532.57,4395.01,4868.31,7911.3,45619.77,6550.39,8683,4403.04,9045.75,1380.56,9635.25,2028.33,41726.32,NA,NA,9203,9203,E,N,18,1691,"The amount in the delinquent account does not include the current charges they owe of $ 1,296.00.",S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT02-LASSEN\Complete\Copy of Copy of  CA1800512-CLEARCREEKCSD-WESTWOOD-complete.xlsx
CA1900809,y,y,n,Bin A,166,752,SC,LPA49 - LA COUNTY,LANDALE MUTUAL WATER COMPANY,M,NA,NA,20073,18571,21590,16305,20912,17825,47653,162928,21797,28334,26759,42649,33213,27900,31986,212638,13840,22677,18143,27894,22724,25320,17833,148431,30463,29030,29209,48557,40649,41385,39448,258740,NA,501000,180000,681000,F,N,4,2619,NA,S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT07-HOLLYWOOD\Complete\Survey_LPA49-CA1900809-LANDALEMUTUALWATERCOMPANY--complete.xlsx
CA1500296,n,NA,not.requested,Bin A,165,545,SC,DISTRICT 12 - VISALIA,FULLER ACRES MUTUAL WATER COMPANY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3600114,n,NA,not.requested,Bin A,165,695,SC,LPA66 - SAN BERNARDINO COUNTY,CSA 70 W-3 HACIENDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA4500195,n,NA,not.requested,Bin A,165,510,SC,LPA75 - SHASTA COUNTY,STARLITE PINES MUTUAL WATER CO INC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA2000554,n,NA,not.requested,Bin A,164,568,SC,LPA50 - MADERA COUNTY,MD 33 FAIRMEAD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA2702521,y,y,n,Bin A,164,2184,SC,DISTRICT 05 - MONTEREY,SANTA LUCIA PRESERVE WS,M,NA,NA,109380,116242,140965,118000,107658,111384,111009,NA,188999,197606,202116,222342,216432,228743,216451,NA,103488,108799,133741,136216,122485,130595,126835,NA,192089,209237,222657,229584,227932,232355,225106,NA,NA,NA,4500000,4500000,F,N,0,0,NA,S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT05-MONTEREY\Complete\Survey_DISTRICT05-CA2702521-SANTALUCIAPRESERVEWS.xlsx
