"","Regulating Agency","Water System No.","Water System Name","Fed Type","State Type","DS Class","Max TP Class","Fee Code","Service Connections","Last SNSV","completed","PWSID","Population","tag"
"1607","LPA69 - SAN JOAQUIN COUNTY",3901215,"SAN JUAN VISTA","C","C","D1","There are no treatment plants","SC",73,2019-06-04,"n",NA,100,NA
"1608","LPA74 - SANTA CRUZ COUNTY",4400618,"RIDGE MUTUAL WATER COMPANY","C","C","D1","There are no treatment plants",NA,73,2017-05-30,"n",NA,240,NA
"1609","DISTRICT 18 - SONOMA",4900791,"WESTERN MOBILE HOME PARK","C","C","D1","T2","SC",73,2017-03-30,"n",NA,225,NA
"1610","DISTRICT 18 - SONOMA",4900943,"ALLIANCE REDWOODS CONFERENCE GROUNDS","C","C","D1","T1","SC",73,2012-11-16,"n",NA,418,NA
"1611","LPA80 - STANISLAUS COUNTY",5000060,"CASA DE AMIGOS MOBILE HOME PARK","C","C","D1","There are no treatment plants","SC",73,2017-06-22,"n",NA,220,NA
"1612","DISTRICT 10 - STOCKTON",300016,"VOLCANO COMMUNITY SERVICE DIST","C","C","D1","T2","SC",72,2017-10-23,"n",NA,160,NA
"1613","LPA37 - CONTRA COSTA COUNTY",707553,"RIVERVIEW MOBILE HOMES","C","C","D1","There are no treatment plants","SC",72,2019-06-19,"n",NA,216,NA
"1614","DISTRICT 01 - KLAMATH",1200706,"TRINIDAD EXTENDED STAY RV","C","C","D1","T2","SC",72,2020-05-19,"y","CA1200706",130,"Bin A"
"1615","LPA43 - IMPERIAL COUNTY",1300575,"DATE GARDENS MOBILE HOME PARK","C","C","D1","T2","SC",72,2019-12-31,"n",NA,101,NA
"1616","DISTRICT 19 - TEHACHAPI",1502670,"FAIRVIEW WATER COMPANY, LLC","C","C","D1","There are no treatment plants","SC",72,2018-11-15,"y","CA1502670",240,"Bin A"
"1617","LPA57 - MONTEREY COUNTY",2701553,"POND-DEROSA OAKS WC","C","C","D1","There are no treatment plants",NA,72,2018-10-08,"n",NA,216,NA
"1618","LPA63 - RIVERSIDE COUNTY",3301169,"MURRIETA PALMS MOBILE HOME PARK","C","C","D1","There are no treatment plants","SC",72,2018-02-14,"n",NA,237,NA
"1619","LPA66 - SAN BERNARDINO COUNTY",3600166,"MILL CREEK MSC","C","C","D1","There are no treatment plants","SC",72,2019-04-25,"n",NA,315,NA
"1620","LPA69 - SAN JOAQUIN COUNTY",3900568,"CARIBOU MOBILE PARK PWS","C","C","D1","There are no treatment plants","SC",72,2019-03-05,"n",NA,180,NA
"1621","LPA69 - SAN JOAQUIN COUNTY",3900720,"SHADED TERRACE PWS","C","C","D1","There are no treatment plants","SC",72,2017-12-06,"n",NA,161,NA
"1622","LPA75 - SHASTA COUNTY",4500107,"ZUFALL'S MOBILEHOME PARK","C","C","D1","There are no treatment plants","SC",72,2018-06-13,"n",NA,165,NA
"1623","DISTRICT 19 - TEHACHAPI",1500525,"LAKEVIEW RANCHOS MUTUAL WATER COMPANY","C","C","D1","There are no treatment plants","SC",71,2018-02-02,"y","CA1500525",120,"Bin A"
"1624","DISTRICT 03 - MENDOCINO",1700549,"CORINTHIAN BAY MUTUAL WATER COMPANY","C","C","D1","TD","SC",71,2018-03-16,"n",NA,150,NA
"1625","LPA49 - LA COUNTY",1907028,"SPV WATER COMPANY","C","C","D1","T1","SC",71,2019-02-05,"n",NA,211,NA
"1626","DISTRICT 03 - MENDOCINO",2300634,"OCEAN'S EDGE ESTATES","C","C","D1","T1","SC",71,2019-03-12,"n",NA,250,NA
"1627","LPA75 - SHASTA COUNTY",4500173,"CASSEL PARK MUTUAL WATER CO","C","C","D1","TD","SC",71,2020-05-15,"n",NA,131,NA
"1628","DISTRICT 01 - KLAMATH",4700803,"SHADOW MOUNTAIN MHP","C","C","D1","There are no treatment plants","DAVCS",71,2018-05-03,"n",NA,100,NA
"1629","DISTRICT 18 - SONOMA",4900787,"PLAZA MOBILE HOME PARK","C","C","D1","TD","SC",71,2017-10-05,"n",NA,125,NA
"1630","DISTRICT 24 - TULARE",5400506,"NORTH KAWEAH MWC","C","C","D1","T3","SC",71,2019-05-29,"n",NA,560,NA
"1631","LPA35 - CALAVERAS COUNTY",500027,"LILI VALLEY WATER CO.","C","C","NR","There are no treatment plants","SC",70,2019-04-01,"n",NA,99,NA
"1632","LPA37 - CONTRA COSTA COUNTY",707545,"ORWOOD RESORT","C","C","D1","There are no treatment plants","SC",70,2018-01-16,"n",NA,350,NA
"1633","LPA43 - IMPERIAL COUNTY",1300555,"MITCHELLS CAMP FAMILY ASSOC.","C","C","D1","There are no treatment plants","SC",70,2019-05-06,"y","CA1300555",175,"Bin A"
"1634","LPA57 - MONTEREY COUNTY",2701705,"TASSAJARA SPRINGS WS","C","C","D1","T2","SC",70,2017-10-09,"n",NA,150,NA
"1635","DISTRICT 02 - LASSEN",3200107,"GRIZZLY LAKE CSD-CROCKER/WELCH","C","C","D1","There are no treatment plants","DAVCS",70,2018-05-21,"n",NA,215,NA
"1636","LPA62 - PLUMAS COUNTY",3200148,"FEATHER RIVER RV & MHP","C","C","D1","There are no treatment plants","SC",70,2018-09-10,"n",NA,700,NA
"1637","LPA66 - SAN BERNARDINO COUNTY",3600156,"LUCERNE VALLEY MWC","C","C","D1","There are no treatment plants","SC",70,2019-01-31,"n",NA,275,NA
"1638","LPA69 - SAN JOAQUIN COUNTY",3900724,"ELKHORN ESTATES WATER SYSTEM","C","C","D1","T2","SC",70,2017-12-06,"n",NA,200,NA
"1639","DISTRICT 10 - STOCKTON",3910701,"DEFENSE DISTRIB. DEPOT, SHARPE SITE","C","C","D1","T2","SC",70,2019-02-28,"n",NA,500,NA
"1640","DISTRICT 18 - SONOMA",4900667,"COLLEGE PARK MUTUAL WATER COMPANY","C","C","D1","TD","SC",70,2013-10-01,"n",NA,231,NA
"1641","DISTRICT 18 - SONOMA",4900675,"ROSELAND MOBILE HOME PARK","C","C","D1","TD","SC",70,2015-10-28,"n",NA,130,NA
"1642","LPA82 - TEHAMA COUNTY",5200526,"HIDDEN HARBOR MARINA & RVP","C","C","D1","TD","N1",70,2020-02-26,"n",NA,70,NA
"1643","LPA88 - YUBA COUNTY",5800803,"LOMA RICA WATER COMPANY","C","C","D1","T1","SC",70,2018-11-07,"n",NA,200,NA
"1644","DISTRICT 23 - FRESNO",1000042,"FCWWD #40 / SHAVER SPRINGS","C","C","D1","There are no treatment plants","SC",69,2019-07-11,"n",NA,193,NA
"1645","DISTRICT 18 - SONOMA",4900563,"MISSION HIGHLANDS MUTUAL WATER CO.","C","C","D1","TD","SC",69,2017-09-06,"n",NA,150,NA
"1646","DISTRICT 06 - SANTA BARBARA",5602103,"CYPRESS MUTUAL WATER CO INC","C","C","D1","There are no treatment plants","SC",69,2018-06-13,"n",NA,228,NA
"1647","DISTRICT 23 - FRESNO",1000551,"FCSA #43/RAISIN CITY","C","C","D1","There are no treatment plants","DAVCS",68,2018-09-17,"y","CA1000551",190,"Bin A"
"1648","LPA43 - IMPERIAL COUNTY",1300620,"RIO BEND RV GOLF RESORT & STORM CROSSING","C","C","D1","T2","SC",68,2020-06-01,"n",NA,500,NA
"1649","DISTRICT 19 - TEHACHAPI",1503226,"QVWD-WEST & EAST COMBINED WATER SYSTEM","C","C","D1","TD","SC",68,2018-12-19,"y","CA1503226",205,"Bin A"
"1650","LPA50 - MADERA COUNTY",2000608,"WILDWOOD MOBILE HOME PK INC","C","C","D1","T4",NA,68,2017-04-27,"n",NA,100,NA
"1651","LPA63 - RIVERSIDE COUNTY",3301380,"SAINT ANTHONY TRAILER PARK","C","C","D1","T1","SC",68,2020-04-21,"n",NA,340,NA
"1652","LPA66 - SAN BERNARDINO COUNTY",3600089,"DESERT SPRINGS MWC","C","C","D1","There are no treatment plants","SC",68,2019-10-29,"n",NA,325,NA
"1653","LPA67 - SAN DIEGO COUNTY",3701988,"ALPINE OAKS ESTATES LLC","C","C","D1","TD","SC",68,2020-01-23,"n",NA,125,NA
"1654","LPA69 - SAN JOAQUIN COUNTY",3900602,"TAHAMA VILLAGE MOBILE HOME PARK","C","C","D1","There are no treatment plants","SC",68,2017-06-09,"n",NA,200,NA
"1655","DISTRICT 17 - SANTA CLARA",4100509,"COUNTY SERVICE AREA 7","C","C","D1","T2","SC",68,2019-07-10,"n",NA,300,NA
"1656","LPA72 - SANTA BARBARA COUNTY",4200560,"SISQUOC","C","C","D1","T1",NA,68,2019-09-18,"n",NA,200,NA
"1657","DISTRICT 01 - KLAMATH",5304501,"SALYER MUTUAL WC (FORMERLY RIVERVIEW AC)","C","C","D1","T2","DAVCS",68,2020-06-08,"n",NA,211,NA
"1658","LPA87 - YOLO COUNTY",5700554,"CAMPERS INN - RV & GOLF COURSE","C","C","D1","TD","SC",68,2019-11-26,"n",NA,120,NA
"1659","DISTRICT 23 - FRESNO",1000005,"BIG CREEK COMMUNITY SERV DIST","C","C","D1","TD","SC",67,2018-07-19,"y","CA1000005",124,"Bin A"
"1660","LPA44 - INYO COUNTY",1400036,"KEELER COMMUNITY SERVICE DISTRICT","C","C","D1","T2","SC",67,2016-04-18,"n",NA,50,NA
"1661","LPA44 - INYO COUNTY",1400110,"PARK WEST MUTUAL WATER COMPANY","C","C","D1","There are no treatment plants","SC",67,2014-05-14,"n",NA,200,NA
"1662","LPA49 - LA COUNTY",1900529,"CAMP WILLIAMS-RESORT WATER","C","C","D1","T1","SC",67,2020-06-05,"n",NA,80,NA
"1663","LPA50 - MADERA COUNTY",2000538,"CEDAR VALLEY MUTUAL WATER CO","C","C","D1","TD",NA,67,2020-06-04,"n",NA,137,NA
"1664","LPA50 - MADERA COUNTY",2000561,"MD 08 NORTH FORK WATER SYSTEM","C","C","D1","TD","SC",67,2019-12-18,"n",NA,264,NA
"1665","LPA57 - MONTEREY COUNTY",2701904,"SAN JERARDO COOP WS","C","C","D1","TD","SC",67,2016-09-22,"n",NA,249,NA
"1666","DISTRICT 02 - LASSEN",3110050,"PLACER CWA - APPLEGATE","C","C","D2","T2","SC",67,2018-08-16,"n",NA,215,NA
"1667","LPA74 - SANTA CRUZ COUNTY",4400572,"FERN GROVE WATER CLUB","C","C","D1","TD","SC",67,2018-02-21,"n",NA,65,NA
"1668","DISTRICT 18 - SONOMA",4900637,"MAGIC MOUNTAIN MUTUAL WATER COMPANY","C","C","D1","TD","SC",67,2018-03-12,"n",NA,100,NA
"1669","LPA80 - STANISLAUS COUNTY",5000008,"KNIGHTS FERRY COMM. SVC. DIST.","C","C","D1","T2","SC",67,2018-04-12,"n",NA,168,NA
"1670","LPA34 - BUTTE COUNTY",409183,"SIERRA MOON WATER COMPANY","C","C","D1","TD",NA,66,2019-02-19,"n",NA,120,NA
"1671","LPA37 - CONTRA COSTA COUNTY",707575,"FRANKS MARINA","C","C","D1","There are no treatment plants","SC",66,2018-08-30,"n",NA,185,NA
"1672","DISTRICT 01 - KLAMATH",1200541,"PHILLIPSVILLE C.S.D.","C","C","D1","T2","SC",66,2018-10-15,"n",NA,300,NA
"1673","LPA50 - MADERA COUNTY",2000552,"MD 24 TEAFORD MEADOW LAKES","C","C","D1","There are no treatment plants",NA,66,2019-06-03,"n",NA,150,NA
"1674","DISTRICT 11 - MERCED",2210905,"MCCLURE BOAT CLUB, INC.","C","C","D1","T2","SC",66,2017-12-13,"n",NA,283,NA
"1675","LPA57 - MONTEREY COUNTY",2700534,"COLONIAL OAK WC INC","C","C","D1","T1",NA,66,2017-09-12,"n",NA,198,NA
"1676","LPA66 - SAN BERNARDINO COUNTY",3600297,"GORDON ACRES WATER CO","C","C","D1","There are no treatment plants","SC",66,2019-12-10,"y","CA3600297",200,"Bin A"
"1677","DISTRICT 02 - LASSEN",4500014,"LAKESHORE HEIGHTS MUTUAL WATER","C","C","D1","T2","DAVCS",66,2020-02-18,"n",NA,264,NA
"1678","DISTRICT 02 - LASSEN",4500028,"SHASTA CSA - CRAGVIEW, #23","C","C","D1","T2","DAVCS",66,2018-04-20,"n",NA,218,NA
"1679","DISTRICT 18 - SONOMA",4900588,"LAWNDALE MUTUAL WATER COMPANY","C","C","D1","There are no treatment plants","SC",66,2018-02-14,"n",NA,218,NA
"1680","DISTRICT 24 - TULARE",5400816,"BEDEL MUTUAL WATER CO","C","C","D1","There are no treatment plants","SC",66,2019-06-13,"n",NA,155,NA
"1681","DISTRICT 24 - TULARE",5403043,"YETTEM WATER SYSTEM","C","C","D1","T2","DAVCS",66,2018-03-15,"n",NA,350,NA
"1682","DISTRICT 10 - STOCKTON",300019,"FIDDLETOWN COMMUNITY SERVICE","C","C","D1","Operator is not required","SC",65,2018-10-31,"n",NA,100,NA
"1683","LPA37 - CONTRA COSTA COUNTY",707556,"SANDMOUND MUTUAL","C","C","D1","There are no treatment plants","SC",65,2018-05-31,"n",NA,160,NA
"1684","LPA37 - CONTRA COSTA COUNTY",707588,"BIG OAK MOBILE HOME PARK WATER","C","C","D1","TD","SC",65,2018-07-15,"n",NA,156,NA
"1685","DISTRICT 01 - KLAMATH",800557,"HUNTER VALLEY CSD","C","C","D1","There are no treatment plants","DAVCS",65,2019-08-12,"n",NA,96,NA
"1686","LPA44 - INYO COUNTY",1400002,"STARLITE COMMUNITY SERVICE DISTRICT","C","C","D1","There are no treatment plants","SC",65,2013-06-13,"n",NA,175,NA
"1687","DISTRICT 18 - SONOMA",2110008,"LAWSON S LANDING","C","C","D1","TD","SC",65,2013-01-03,"n",NA,962,NA
"1688","LPA57 - MONTEREY COUNTY",2701658,"ARROYO CENTER WC","C","C","D1","T2",NA,65,2016-02-25,"n",NA,130,NA
"1689","LPA57 - MONTEREY COUNTY",2701926,"MORO RD WS #09","C","C","D1","T1","SC",65,2017-07-11,"n",NA,210,NA
"1690","LPA69 - SAN JOAQUIN COUNTY",3900504,"CLEMENTS WATER WORKS #43","C","C","D1","T1","SC",65,2017-12-06,"n",NA,120,NA
"1691","DISTRICT 17 - SANTA CLARA",4100538,"CAMP JONES GULCH","C","C","D1","T2","SC",65,2019-07-23,"n",NA,357,NA
"1692","LPA74 - SANTA CRUZ COUNTY",4400526,"BIG REDWOOD PARK WATER","C","C","D1","There are no treatment plants",NA,65,2018-01-10,"n",NA,130,NA
"1693","LPA74 - SANTA CRUZ COUNTY",4400599,"SUNSET BEACH MUTUAL WATER CO","C","C","D1","There are no treatment plants",NA,65,2020-03-05,"n",NA,150,NA
"1694","LPA74 - SANTA CRUZ COUNTY",4400755,"MONTEREY BAY ACADEMY","C","C","D1","There are no treatment plants",NA,65,2019-03-21,"n",NA,400,NA
"1695","DISTRICT 01 - KLAMATH",5301102,"TRINITY KNOLLS MUTUAL WATER COMPANY","C","C","D1","TD","SC",65,2019-03-12,"n",NA,44,NA
"1696","DISTRICT 19 - TEHACHAPI",1500578,"LONG CANYON WATER COMPANY CORP.","C","C","D1","TD","SC",64,2019-06-26,"n",NA,122,NA
"1697","LPA50 - MADERA COUNTY",2000524,"SKY ACRES MUTUAL WATER CORP","C","C","D1","There are no treatment plants",NA,64,2017-12-19,"n",NA,175,NA
"1698","LPA66 - SAN BERNARDINO COUNTY",3600279,"GOLDEN STATE WATER DESERT VIEW","C","C","D1","TD","SC",64,2020-02-27,"n",NA,125,NA
"1699","DISTRICT 13 - SAN BERNARDINO",3610082,"SAN ANTONIO CANYON MSC","C","C","D1","TD","SC",64,2014-11-06,"y","CA3610082",125,"Bin A"
"1700","DISTRICT 18 - SONOMA",4900578,"CARMET BY THE SEA WATER COMPANY","C","C","D1","T2","SC",64,2017-03-16,"n",NA,280,NA
"1701","DISTRICT 21 - VALLEY",600005,"COLUSA CO. SERVICE AREA #2-STONYFORD","C","C","D1","T2","SC",63,2019-05-30,"n",NA,250,NA
"1702","DISTRICT 13 - SAN BERNARDINO",1400098,"DARWIN COMMUNITY SERVICE DISTRICT","C","C","D1","T2","SC",63,2017-06-29,"n",NA,40,NA
"1703","DISTRICT 19 - TEHACHAPI",1500424,"LANDS OF PROMISE MWC","C","C","D1","There are no treatment plants","SC",63,2018-12-13,"n",NA,174,NA
"1704","DISTRICT 19 - TEHACHAPI",1502247,"DESERT BREEZE MOBILE HOME ESTATES","C","C","D1","TD","SC",63,2018-06-18,"n",NA,82,NA
"1705","LPA63 - RIVERSIDE COUNTY",3301330,"INDIAN OAKS TRAILER PARK","C","C","D1","TD","SP",63,2017-07-21,"n",NA,90,NA
"1706","DISTRICT 05 - MONTEREY",3500900,"ASHFORD HIGHLANDS MWC","C","C","D1","TD","SC",63,2019-03-27,"n",NA,132,NA
"1707","LPA72 - SANTA BARBARA COUNTY",4200881,"OAK TRAIL ESTATES","C","C","D1","There are no treatment plants",NA,63,2019-05-15,"n",NA,210,NA
"1708","DISTRICT 02 - LASSEN",4500022,"DEL ORO WATER CO. - HAT CREEK DISTRICT","C","C","D1","T2","DAVCS",63,2017-02-02,"n",NA,205,NA
"1709","DISTRICT 01 - KLAMATH",4700541,"CHATEAU SHASTA MOBILE HOME & RV PARK","C","C","D1","There are no treatment plants","DAVCS",63,2019-03-27,"n",NA,55,NA
"1710","DISTRICT 18 - SONOMA",4900611,"RAINS CREEK WATER DISTRICT","C","C","D1","T1","SC",63,2012-10-10,"n",NA,208,NA
"1711","DISTRICT 18 - SONOMA",4900630,"AUSTIN CREEK MUTUAL (SPRINGHILL)","C","C","D1","T1","SC",63,2019-10-01,"n",NA,150,NA
"1712","LPA82 - TEHAMA COUNTY",5200502,"LAS FLORES WATER WORKS","C","C","D1","There are no treatment plants","SC",63,2016-08-12,"n",NA,191,NA
"1713","DISTRICT 11 - MERCED",5500149,"COLUMBIA MOBILE HOME PARK","C","C","D1","TD","DAVCS",63,2017-12-12,"n",NA,88,NA
"1714","DISTRICT 10 - STOCKTON",300010,"DRYTOWN COUNTY WATER DISTRICT","C","C","D1","There are no treatment plants","SC",62,2018-08-28,"n",NA,136,NA
"1715","LPA37 - CONTRA COSTA COUNTY",707523,"FLAMINGO MOBILE MANOR","C","C","D1","TD","SC",62,2020-06-19,"n",NA,200,NA
"1716","DISTRICT 03 - MENDOCINO",1700530,"COBB MOUNTAIN WATER COMPANY","C","C","D1","TD","SC",62,2017-11-29,"n",NA,63,NA
"1717","LPA49 - LA COUNTY",1900903,"SLEEPY VALLEY WATER COMPANY","C","C","D1","There are no treatment plants","SC",62,2020-04-29,"n",NA,130,NA
"1718","LPA72 - SANTA BARBARA COUNTY",4200572,"LAS POSITAS MWC","C","C","D1","TD",NA,62,2019-06-05,"n",NA,200,NA
"1719","DISTRICT 18 - SONOMA",4900552,"MICHELE MUTUAL WATER COMPANY","C","C","D1","TD","SC",62,2019-10-22,"y","CA4900552",170,"Bin A"
"1720","DISTRICT 24 - TULARE",5400504,"A & A MHP (PORTERVILLE MOBILE VILLAGE)","C","C","D1","TD","SC",62,2018-07-19,"n",NA,154,NA
"1721","DISTRICT 13 - SAN BERNARDINO",1410503,"NPS - DEATH VALLEY, COW CREEK/NEVARES","C","C","D1","T2","SC",61,2016-11-29,"n",NA,88,NA
"1722","DISTRICT 12 - VISALIA",1500575,"SAN JOAQUIN ESTATES MUTUAL WATER COMPANY","C","C","D1","TD","SC",61,2019-11-19,"y","CA1500575",165,"Bin A"
"1723","LPA49 - LA COUNTY",1900541,"WESTERN SKIES MOBILE HOME PARK","C","C","D1","There are no treatment plants","SC",61,2020-02-28,"n",NA,198,NA
"1724","LPA56 - MONO COUNTY",2600546,"CROWLEY LAKE MUTUAL WATER COMPANY","C","C","D1","There are no treatment plants",NA,61,2019-06-20,"n",NA,175,NA
"1725","LPA57 - MONTEREY COUNTY",2702198,"FOOTHILL ESTATES WS","C","C","D1","TD",NA,61,2017-09-07,"n",NA,183,NA
"1726","DISTRICT 13 - SAN BERNARDINO",3600383,"MWD OF SO CAL GENE PLANT","C","C","D1","T2","SC",61,2019-02-27,"n",NA,107,NA
"1727","LPA66 - SAN BERNARDINO COUNTY",3601010,"CRYSTAL LAKE PROPERTY OWNERS","C","C","D1","There are no treatment plants","SC",61,2019-10-23,"n",NA,213,NA
"1728","LPA69 - SAN JOAQUIN COUNTY",3901303,"ACAMPO WATER SYSTEM","C","C","D1","There are no treatment plants","SC",61,2017-12-06,"n",NA,150,NA
"1729","DISTRICT 02 - LASSEN",4500006,"SHASTA CSA - SUGARLOAF, #2","C","C","D1","T2","DAVCS",61,2019-12-12,"n",NA,160,NA
"1730","DISTRICT 01 - KLAMATH",4700551,"COPCO LAKE MWC","C","C","D1","T1","DAVCS",61,2017-11-14,"n",NA,181,NA
"1731","DISTRICT 01 - KLAMATH",5301008,"PINE COVE RV PARK","C","C","D1","TD","SC",61,2020-01-03,"n",NA,223,NA
"1732","DISTRICT 01 - KLAMATH",800548,"KLAMATH C.S.D.","C","C","D1","There are no treatment plants","SC",60,2019-08-13,"n",NA,100,NA
"1733","DISTRICT 23 - FRESNO",1000041,"FCWWD #38/SKY HARBOUR","C","C","D1","There are no treatment plants","SC",60,2018-04-06,"n",NA,165,NA
"1734","DISTRICT 23 - FRESNO",1000244,"SHADY LAKES MOBILE HOME PARK","C","C","D1","TD","SC",60,2018-09-13,"n",NA,160,NA
"1735","DISTRICT 19 - TEHACHAPI",1500447,"SIERRA BREEZE MUTUAL WATER COMPANY","C","C","D1","There are no treatment plants","SC",60,2018-12-20,"y","CA1500447",150,"Bin A"
"1736","DISTRICT 19 - TEHACHAPI",1500563,"CHINA LAKE ACRES MUTUAL WATER COMPANY","C","C","D1","There are no treatment plants","SC",60,2020-02-13,"n",NA,198,NA
"1737","DISTRICT 19 - TEHACHAPI",1500571,"LUCKY 18 ON ROSAMOND, LLC","C","C","D1","There are no treatment plants","SC",60,2020-07-01,"n",NA,73,NA
"1738","DISTRICT 03 - MENDOCINO",1700674,"WALNUT COVE MOBILE ESTATES","C","C","D1","T1","SC",60,2019-03-06,"n",NA,200,NA
"1739","DISTRICT 03 - MENDOCINO",2300646,"BELLA SHORES MOBILE HOME PARK","C","C","D1","TD","SC",60,2018-06-19,"n",NA,80,NA
"1740","LPA63 - RIVERSIDE COUNTY",3301028,"BALDY MOUNTAIN RANCH","C","C","D1","There are no treatment plants","SC",60,2019-04-17,"n",NA,144,NA
"1741","LPA63 - RIVERSIDE COUNTY",3301491,"ALPINE VILLAGE","C","C","D1","TD","SC",60,2018-06-05,"n",NA,198,NA
"1742","DISTRICT 05 - MONTEREY",3500550,"SAN JUSTO MUTUAL WATER COMPANY","C","C","D1","TD","SC",60,2018-10-12,"n",NA,160,NA
"1743","LPA66 - SAN BERNARDINO COUNTY",3600027,"BAR ""H"" MWC","C","C","D1","There are no treatment plants","SC",60,2019-10-29,"n",NA,260,NA
"1744","LPA80 - STANISLAUS COUNTY",5000080,"COUNTRY WESTERN MOBILE HOME PARK","C","C","D1","T2","SC",60,2019-02-04,"n",NA,90,NA
"1745","LPA82 - TEHAMA COUNTY",5200521,"ANTELOPE CREEK MHP","C","C","D1","TD","SC",60,2018-03-29,"n",NA,175,NA
"1746","DISTRICT 24 - TULARE",5400616,"LEMON COVE WATER CO","C","C","D1","TD","DAVCS",60,2018-11-19,"n",NA,109,NA
"1747","DISTRICT 23 - FRESNO",1010062,"FCWWD #18/MIRA BELLA","C","C","D1","T1","SC",59,2018-04-19,"n",NA,165,NA
"1748","DISTRICT 12 - VISALIA",1500483,"ALLEN ROAD MUTUAL WATER SYSTEM","C","C","D1","TD","SC",59,2018-12-04,"n",NA,195,NA
"1749","LPA63 - RIVERSIDE COUNTY",3301171,"BRADFORD RUN RV","C","C","D1","There are no treatment plants",NA,59,2020-08-06,"n",NA,100,NA
"1750","DISTRICT 17 - SANTA CLARA",4300831,"MT. EDEN MUTUAL WATER COMPANY","C","C","D1","There are no treatment plants","SC",59,2018-07-17,"n",NA,110,NA
"1751","DISTRICT 18 - SONOMA",4900660,"YULUPA MUTUAL WATER COMPANY","C","C","D1","T1","SC",59,2013-09-18,"n",NA,200,NA
"1752","LPA80 - STANISLAUS COUNTY",5000010,"TID/ LA GRANGE WATER SYSTEM","C","C","D1","T2","SC",59,2020-03-18,"n",NA,195,NA
"1753","DISTRICT 11 - MERCED",5500119,"YOSEMITE VISTA ESTATES","C","C","D1","There are no treatment plants","SC",59,2019-11-19,"n",NA,59,NA
"1754","DISTRICT 21 - VALLEY",410009,"DEL ORO WATER CO.-MAGALIA","C","C","D1","T2","SC",58,2020-03-11,"n",NA,191,NA
"1755","DISTRICT 21 - VALLEY",1100452,"SHADY OAKS TRAILER PARK","C","C","D1","There are no treatment plants","SC",58,2018-07-10,"n",NA,57,NA
"1756","LPA50 - MADERA COUNTY",2000533,"SUGAR PINE HOMEOWNERS ASSOC","C","C","D1","There are no treatment plants",NA,58,2020-06-17,"n",NA,120,NA
"1757","DISTRICT 03 - MENDOCINO",2300644,"WOODSIDE RV PARK","C","C","D1","T1","SC",58,2019-02-22,"n",NA,280,NA
"1758","LPA57 - MONTEREY COUNTY",2700612,"LAGUNA SECA WC","C","C","D1","There are no treatment plants","SC",58,2016-10-17,"n",NA,162,NA
"1759","LPA57 - MONTEREY COUNTY",2702299,"POST RANCH INN WS","C","C","D1","T1","SC",58,2018-08-23,"n",NA,265,NA
"1760","LPA63 - RIVERSIDE COUNTY",3301294,"GLEN IVY HOT SPRINGS","C","C","D1","T1","SC",58,2017-10-27,"n",NA,1079,NA
"1761","LPA67 - SAN DIEGO COUNTY",3700041,"BARRETT LAKE MH AND RV LLC","C","C","D1","TD","SC",58,2020-02-10,"n",NA,150,NA
"1762","LPA70 - SAN LUIS OBISPO COUNTY",4000203,"IRISH HILLS MUTUAL WATER CO","C","C","D1","T1","SC",58,2019-05-21,"n",NA,135,NA
"1763","LPA72 - SANTA BARBARA COUNTY",4200684,"LINCOLNWOOD MWC","C","C","D1","T1",NA,58,2018-05-30,"n",NA,186,NA
"1764","DISTRICT 01 - KLAMATH",4700521,"SISKIYOU CO.SERVICE AREA #5/CARRICK","C","C","D1","There are no treatment plants","DAVCS",58,2019-07-23,"n",NA,142,NA
"1765","DISTRICT 18 - SONOMA",4900514,"RANCHO DEL PARADISO-CAL WATER SVC (PUC)","C","C","D1","TD","SC",58,2013-06-18,"n",NA,162,NA
"1766","DISTRICT 11 - MERCED",5500092,"PONDEROSA MOBILE HOME PARK","C","C","D1","There are no treatment plants","SC",58,2017-12-06,"n",NA,52,NA
"1767","LPA63 - RIVERSIDE COUNTY",3301676,"THOMAS MOUNTAIN WATER COMPANY","C","C","D1","There are no treatment plants","SC",57,2017-10-11,"n",NA,162,NA
"1768","DISTRICT 18 - SONOMA",4900788,"EL CRYSTAL MOBILE HOME PARK","C","C","D1","T1","DAVCS",57,2017-03-30,"n",NA,130,NA
"1769","DISTRICT 11 - MERCED",5510025,"TUD - PHOENIX LAKE PARK","C","C","D1","T2","SC",57,2019-12-05,"n",NA,131,NA
"1770","DISTRICT 21 - VALLEY",605011,"DEL ORO WC - ARBUCKLE DISTRICT","C","C","D1","There are no treatment plants","SC",56,2018-09-10,"n",NA,185,NA
"1771","LPA37 - CONTRA COSTA COUNTY",706005,"FARRAR PARK PROPERTY OWNERS","C","C","D1","There are no treatment plants","SC",56,2020-06-26,"n",NA,140,NA
"1772","DISTRICT 23 - FRESNO",1000019,"FCSA #30/EL PORVENIR","C","C","D1","T2","DAVCS",56,2019-07-18,"n",NA,185,NA
"1773","LPA57 - MONTEREY COUNTY",2700713,"ROLLING HILLS RANCHO WA","C","C","D1","There are no treatment plants","SC",56,2018-12-07,"n",NA,184,NA
"1774","LPA59 - NEVADA COUNTY",2900530,"ROUGH & READY MOBILEHOME VILLAGE","C","C","D1","T1","SC",56,2019-03-04,"n",NA,200,NA
"1775","DISTRICT 08 - SANTA ANA",3000825,"SOUTH MIDWAY CITY MUTUAL WATER CO.","C","C","D1","TD","SC",56,2019-04-25,"n",NA,825,NA
