Regulating Agency,Water System No.,Water System Name,Fed Type,State Type,DS Class,Max TP Class,Fee Code,Service Connections,Population,Last SNSV
DISTRICT 18 - SONOMA,4900787,PLAZA MOBILE HOME PARK,C,C,D1,TD,SC,71,125,10/5/2017
DISTRICT 24 - TULARE,5400506,NORTH KAWEAH MWC,C,C,D1,T3,SC,71,560,5/29/2019
LPA35 - CALAVERAS COUNTY,500027,LILI VALLEY WATER CO.,C,C,NR,There are no treatment plants,SC,70,99,4/1/2019
LPA37 - CONTRA COSTA COUNTY,707545,ORWOOD RESORT,C,C,D1,There are no treatment plants,SC,70,350,1/16/2018
LPA43 - IMPERIAL COUNTY,1300555,MITCHELLS CAMP FAMILY ASSOC.,C,C,D1,There are no treatment plants,SC,70,175,5/6/2019
LPA57 - MONTEREY COUNTY,2701705,TASSAJARA SPRINGS WS,C,C,D1,T2,SC,70,150,10/9/2017
DISTRICT 02 - LASSEN,3200107,GRIZZLY LAKE CSD-CROCKER/WELCH,C,C,D1,There are no treatment plants,DAVCS,70,215,5/21/2018
LPA62 - PLUMAS COUNTY,3200148,FEATHER RIVER RV & MHP,C,C,D1,There are no treatment plants,SC,70,700,9/10/2018
LPA66 - SAN BERNARDINO COUNTY,3600156,LUCERNE VALLEY MWC,C,C,D1,There are no treatment plants,SC,70,275,1/31/2019
LPA69 - SAN JOAQUIN COUNTY,3900724,ELKHORN ESTATES WATER SYSTEM,C,C,D1,T2,SC,70,200,12/6/2017
DISTRICT 10 - STOCKTON,3910701,"DEFENSE DISTRIB. DEPOT, SHARPE SITE",C,C,D1,T2,SC,70,500,2/28/2019
DISTRICT 18 - SONOMA,4900667,COLLEGE PARK MUTUAL WATER COMPANY,C,C,D1,TD,SC,70,231,10/1/2013
DISTRICT 18 - SONOMA,4900675,ROSELAND MOBILE HOME PARK,C,C,D1,TD,SC,70,130,10/28/2015
LPA82 - TEHAMA COUNTY,5200526,HIDDEN HARBOR MARINA & RVP,C,C,D1,TD,N1,70,70,2/26/2020
LPA88 - YUBA COUNTY,5800803,LOMA RICA WATER COMPANY,C,C,D1,T1,SC,70,200,11/7/2018
DISTRICT 23 - FRESNO,1000042,FCWWD #40 / SHAVER SPRINGS,C,C,D1,There are no treatment plants,SC,69,193,7/11/2019
DISTRICT 18 - SONOMA,4900563,MISSION HIGHLANDS MUTUAL WATER CO.,C,C,D1,TD,SC,69,150,9/6/2017
DISTRICT 06 - SANTA BARBARA,5602103,CYPRESS MUTUAL WATER CO INC,C,C,D1,There are no treatment plants,SC,69,228,6/13/2018
DISTRICT 23 - FRESNO,1000551,FCSA #43/RAISIN CITY,C,C,D1,There are no treatment plants,DAVCS,68,190,9/17/2018
LPA43 - IMPERIAL COUNTY,1300620,RIO BEND RV GOLF RESORT & STORM CROSSING,C,C,D1,T2,SC,68,500,6/1/2020
DISTRICT 19 - TEHACHAPI,1503226,QVWD-WEST & EAST COMBINED WATER SYSTEM,C,C,D1,TD,SC,68,205,12/19/2018
LPA50 - MADERA COUNTY,2000608,WILDWOOD MOBILE HOME PK INC,C,C,D1,T4,,68,100,4/27/2017
LPA63 - RIVERSIDE COUNTY,3301380,SAINT ANTHONY TRAILER PARK,C,C,D1,T1,SC,68,340,4/21/2020
LPA66 - SAN BERNARDINO COUNTY,3600089,DESERT SPRINGS MWC,C,C,D1,There are no treatment plants,SC,68,325,10/29/2019
LPA67 - SAN DIEGO COUNTY,3701988,ALPINE OAKS ESTATES LLC,C,C,D1,TD,SC,68,125,1/23/2020
LPA69 - SAN JOAQUIN COUNTY,3900602,TAHAMA VILLAGE MOBILE HOME PARK,C,C,D1,There are no treatment plants,SC,68,200,6/9/2017
DISTRICT 17 - SANTA CLARA,4100509,COUNTY SERVICE AREA 7,C,C,D1,T2,SC,68,300,7/10/2019
LPA72 - SANTA BARBARA COUNTY,4200560,SISQUOC,C,C,D1,T1,,68,200,9/18/2019
DISTRICT 01 - KLAMATH,5304501,SALYER MUTUAL WC (FORMERLY RIVERVIEW AC),C,C,D1,T2,DAVCS,68,211,6/8/2020
LPA87 - YOLO COUNTY,5700554,CAMPERS INN - RV & GOLF COURSE,C,C,D1,TD,SC,68,120,11/26/2019
DISTRICT 23 - FRESNO,1000005,BIG CREEK COMMUNITY SERV DIST,C,C,D1,TD,SC,67,124,7/19/2018
LPA44 - INYO COUNTY,1400036,KEELER COMMUNITY SERVICE DISTRICT,C,C,D1,T2,SC,67,50,4/18/2016
LPA44 - INYO COUNTY,1400110,PARK WEST MUTUAL WATER COMPANY,C,C,D1,There are no treatment plants,SC,67,200,5/14/2014
LPA49 - LA COUNTY,1900529,CAMP WILLIAMS-RESORT WATER,C,C,D1,T1,SC,67,80,6/5/2020
LPA50 - MADERA COUNTY,2000538,CEDAR VALLEY MUTUAL WATER CO,C,C,D1,TD,,67,137,6/4/2020
LPA50 - MADERA COUNTY,2000561,MD 08 NORTH FORK WATER SYSTEM,C,C,D1,TD,SC,67,264,12/18/2019
LPA57 - MONTEREY COUNTY,2701904,SAN JERARDO COOP WS,C,C,D1,TD,SC,67,249,9/22/2016
DISTRICT 02 - LASSEN,3110050,PLACER CWA - APPLEGATE,C,C,D2,T2,SC,67,215,8/16/2018
LPA74 - SANTA CRUZ COUNTY,4400572,FERN GROVE WATER CLUB,C,C,D1,TD,SC,67,65,2/21/2018
DISTRICT 18 - SONOMA,4900637,MAGIC MOUNTAIN MUTUAL WATER COMPANY,C,C,D1,TD,SC,67,100,3/12/2018
LPA80 - STANISLAUS COUNTY,5000008,KNIGHTS FERRY COMM. SVC. DIST.,C,C,D1,T2,SC,67,168,4/12/2018
LPA34 - BUTTE COUNTY,409183,SIERRA MOON WATER COMPANY,C,C,D1,TD,,66,120,2/19/2019
LPA37 - CONTRA COSTA COUNTY,707575,FRANKS MARINA,C,C,D1,There are no treatment plants,SC,66,185,8/30/2018
DISTRICT 01 - KLAMATH,1200541,PHILLIPSVILLE C.S.D.,C,C,D1,T2,SC,66,300,10/15/2018
LPA50 - MADERA COUNTY,2000552,MD 24 TEAFORD MEADOW LAKES,C,C,D1,There are no treatment plants,,66,150,6/3/2019
DISTRICT 11 - MERCED,2210905,"MCCLURE BOAT CLUB, INC.",C,C,D1,T2,SC,66,283,12/13/2017
LPA57 - MONTEREY COUNTY,2700534,COLONIAL OAK WC INC,C,C,D1,T1,,66,198,9/12/2017
LPA66 - SAN BERNARDINO COUNTY,3600297,GORDON ACRES WATER CO,C,C,D1,There are no treatment plants,SC,66,200,12/10/2019
DISTRICT 02 - LASSEN,4500014,LAKESHORE HEIGHTS MUTUAL WATER,C,C,D1,T2,DAVCS,66,264,2/18/2020
DISTRICT 02 - LASSEN,4500028,"SHASTA CSA - CRAGVIEW, #23",C,C,D1,T2,DAVCS,66,218,4/20/2018
DISTRICT 18 - SONOMA,4900588,LAWNDALE MUTUAL WATER COMPANY,C,C,D1,There are no treatment plants,SC,66,218,2/14/2018
DISTRICT 24 - TULARE,5400816,BEDEL MUTUAL WATER CO,C,C,D1,There are no treatment plants,SC,66,155,6/13/2019
DISTRICT 24 - TULARE,5403043,YETTEM WATER SYSTEM,C,C,D1,T2,DAVCS,66,350,3/15/2018
DISTRICT 10 - STOCKTON,300019,FIDDLETOWN COMMUNITY SERVICE,C,C,D1,Operator is not required,SC,65,100,10/31/2018
LPA37 - CONTRA COSTA COUNTY,707556,SANDMOUND MUTUAL,C,C,D1,There are no treatment plants,SC,65,160,5/31/2018
LPA37 - CONTRA COSTA COUNTY,707588,BIG OAK MOBILE HOME PARK WATER,C,C,D1,TD,SC,65,156,7/15/2018
DISTRICT 01 - KLAMATH,800557,HUNTER VALLEY CSD,C,C,D1,There are no treatment plants,DAVCS,65,96,8/12/2019
LPA44 - INYO COUNTY,1400002,STARLITE COMMUNITY SERVICE DISTRICT,C,C,D1,There are no treatment plants,SC,65,175,6/13/2013
DISTRICT 18 - SONOMA,2110008,LAWSON S LANDING,C,C,D1,TD,SC,65,962,1/3/2013
LPA57 - MONTEREY COUNTY,2701658,ARROYO CENTER WC,C,C,D1,T2,,65,130,2/25/2016
LPA57 - MONTEREY COUNTY,2701926,MORO RD WS #09,C,C,D1,T1,SC,65,210,7/11/2017
LPA69 - SAN JOAQUIN COUNTY,3900504,CLEMENTS WATER WORKS #43,C,C,D1,T1,SC,65,120,12/6/2017
DISTRICT 17 - SANTA CLARA,4100538,CAMP JONES GULCH,C,C,D1,T2,SC,65,357,7/23/2019
LPA74 - SANTA CRUZ COUNTY,4400526,BIG REDWOOD PARK WATER,C,C,D1,There are no treatment plants,,65,130,1/10/2018
LPA74 - SANTA CRUZ COUNTY,4400599,SUNSET BEACH MUTUAL WATER CO,C,C,D1,There are no treatment plants,,65,150,3/5/2020
LPA74 - SANTA CRUZ COUNTY,4400755,MONTEREY BAY ACADEMY,C,C,D1,There are no treatment plants,,65,400,3/21/2019
DISTRICT 01 - KLAMATH,5301102,TRINITY KNOLLS MUTUAL WATER COMPANY,C,C,D1,TD,SC,65,44,3/12/2019
DISTRICT 19 - TEHACHAPI,1500578,LONG CANYON WATER COMPANY CORP.,C,C,D1,TD,SC,64,122,6/26/2019
LPA50 - MADERA COUNTY,2000524,SKY ACRES MUTUAL WATER CORP,C,C,D1,There are no treatment plants,,64,175,12/19/2017
LPA66 - SAN BERNARDINO COUNTY,3600279,GOLDEN STATE WATER DESERT VIEW,C,C,D1,TD,SC,64,125,2/27/2020
DISTRICT 13 - SAN BERNARDINO,3610082,SAN ANTONIO CANYON MSC,C,C,D1,TD,SC,64,125,11/6/2014
DISTRICT 18 - SONOMA,4900578,CARMET BY THE SEA WATER COMPANY,C,C,D1,T2,SC,64,280,3/16/2017
DISTRICT 21 - VALLEY,600005,COLUSA CO. SERVICE AREA #2-STONYFORD,C,C,D1,T2,SC,63,250,5/30/2019
DISTRICT 13 - SAN BERNARDINO,1400098,DARWIN COMMUNITY SERVICE DISTRICT,C,C,D1,T2,SC,63,40,6/29/2017
DISTRICT 19 - TEHACHAPI,1500424,LANDS OF PROMISE MWC,C,C,D1,There are no treatment plants,SC,63,174,12/13/2018
DISTRICT 19 - TEHACHAPI,1502247,DESERT BREEZE MOBILE HOME ESTATES,C,C,D1,TD,SC,63,82,6/18/2018
LPA63 - RIVERSIDE COUNTY,3301330,INDIAN OAKS TRAILER PARK,C,C,D1,TD,SP,63,90,7/21/2017
DISTRICT 05 - MONTEREY,3500900,ASHFORD HIGHLANDS MWC,C,C,D1,TD,SC,63,132,3/27/2019
LPA72 - SANTA BARBARA COUNTY,4200881,OAK TRAIL ESTATES,C,C,D1,There are no treatment plants,,63,210,5/15/2019
DISTRICT 02 - LASSEN,4500022,DEL ORO WATER CO. - HAT CREEK DISTRICT,C,C,D1,T2,DAVCS,63,205,2/2/2017
DISTRICT 01 - KLAMATH,4700541,CHATEAU SHASTA MOBILE HOME & RV PARK,C,C,D1,There are no treatment plants,DAVCS,63,55,3/27/2019
DISTRICT 18 - SONOMA,4900611,RAINS CREEK WATER DISTRICT,C,C,D1,T1,SC,63,208,10/10/2012
DISTRICT 18 - SONOMA,4900630,AUSTIN CREEK MUTUAL (SPRINGHILL),C,C,D1,T1,SC,63,150,10/1/2019
LPA82 - TEHAMA COUNTY,5200502,LAS FLORES WATER WORKS,C,C,D1,There are no treatment plants,SC,63,191,8/12/2016
DISTRICT 11 - MERCED,5500149,COLUMBIA MOBILE HOME PARK,C,C,D1,TD,DAVCS,63,88,12/12/2017
DISTRICT 10 - STOCKTON,300010,DRYTOWN COUNTY WATER DISTRICT,C,C,D1,There are no treatment plants,SC,62,136,8/28/2018
LPA37 - CONTRA COSTA COUNTY,707523,FLAMINGO MOBILE MANOR,C,C,D1,TD,SC,62,200,6/19/2020
DISTRICT 03 - MENDOCINO,1700530,COBB MOUNTAIN WATER COMPANY,C,C,D1,TD,SC,62,63,11/29/2017
LPA49 - LA COUNTY,1900903,SLEEPY VALLEY WATER COMPANY,C,C,D1,There are no treatment plants,SC,62,130,4/29/2020
LPA72 - SANTA BARBARA COUNTY,4200572,LAS POSITAS MWC,C,C,D1,TD,,62,200,6/5/2019
DISTRICT 18 - SONOMA,4900552,MICHELE MUTUAL WATER COMPANY,C,C,D1,TD,SC,62,170,10/22/2019
DISTRICT 24 - TULARE,5400504,A & A MHP (PORTERVILLE MOBILE VILLAGE),C,C,D1,TD,SC,62,154,7/19/2018
DISTRICT 13 - SAN BERNARDINO,1410503,"NPS - DEATH VALLEY, COW CREEK/NEVARES",C,C,D1,T2,SC,61,88,11/29/2016
DISTRICT 12 - VISALIA,1500575,SAN JOAQUIN ESTATES MUTUAL WATER COMPANY,C,C,D1,TD,SC,61,165,11/19/2019
LPA49 - LA COUNTY,1900541,WESTERN SKIES MOBILE HOME PARK,C,C,D1,There are no treatment plants,SC,61,198,2/28/2020
LPA56 - MONO COUNTY,2600546,CROWLEY LAKE MUTUAL WATER COMPANY,C,C,D1,There are no treatment plants,,61,175,6/20/2019
LPA57 - MONTEREY COUNTY,2702198,FOOTHILL ESTATES WS,C,C,D1,TD,,61,183,9/7/2017
DISTRICT 13 - SAN BERNARDINO,3600383,MWD OF SO CAL GENE PLANT,C,C,D1,T2,SC,61,107,2/27/2019
LPA66 - SAN BERNARDINO COUNTY,3601010,CRYSTAL LAKE PROPERTY OWNERS,C,C,D1,There are no treatment plants,SC,61,213,10/23/2019
LPA69 - SAN JOAQUIN COUNTY,3901303,ACAMPO WATER SYSTEM,C,C,D1,There are no treatment plants,SC,61,150,12/6/2017
DISTRICT 02 - LASSEN,4500006,"SHASTA CSA - SUGARLOAF, #2",C,C,D1,T2,DAVCS,61,160,12/12/2019
DISTRICT 01 - KLAMATH,4700551,COPCO LAKE MWC,C,C,D1,T1,DAVCS,61,181,11/14/2017
DISTRICT 01 - KLAMATH,5301008,PINE COVE RV PARK,C,C,D1,TD,SC,61,223,1/3/2020
DISTRICT 01 - KLAMATH,800548,KLAMATH C.S.D.,C,C,D1,There are no treatment plants,SC,60,100,8/13/2019
DISTRICT 23 - FRESNO,1000041,FCWWD #38/SKY HARBOUR,C,C,D1,There are no treatment plants,SC,60,165,4/6/2018
DISTRICT 23 - FRESNO,1000244,SHADY LAKES MOBILE HOME PARK,C,C,D1,TD,SC,60,160,9/13/2018
DISTRICT 19 - TEHACHAPI,1500447,SIERRA BREEZE MUTUAL WATER COMPANY,C,C,D1,There are no treatment plants,SC,60,150,12/20/2018
DISTRICT 19 - TEHACHAPI,1500563,CHINA LAKE ACRES MUTUAL WATER COMPANY,C,C,D1,There are no treatment plants,SC,60,198,2/13/2020
DISTRICT 19 - TEHACHAPI,1500571,"LUCKY 18 ON ROSAMOND, LLC",C,C,D1,There are no treatment plants,SC,60,73,7/1/2020
DISTRICT 03 - MENDOCINO,1700674,WALNUT COVE MOBILE ESTATES,C,C,D1,T1,SC,60,200,3/6/2019
DISTRICT 03 - MENDOCINO,2300646,BELLA SHORES MOBILE HOME PARK,C,C,D1,TD,SC,60,80,6/19/2018
LPA63 - RIVERSIDE COUNTY,3301028,BALDY MOUNTAIN RANCH,C,C,D1,There are no treatment plants,SC,60,144,4/17/2019
LPA63 - RIVERSIDE COUNTY,3301491,ALPINE VILLAGE,C,C,D1,TD,SC,60,198,6/5/2018
DISTRICT 05 - MONTEREY,3500550,SAN JUSTO MUTUAL WATER COMPANY,C,C,D1,TD,SC,60,160,10/12/2018
LPA66 - SAN BERNARDINO COUNTY,3600027,"BAR ""H"" MWC",C,C,D1,There are no treatment plants,SC,60,260,10/29/2019
LPA80 - STANISLAUS COUNTY,5000080,COUNTRY WESTERN MOBILE HOME PARK,C,C,D1,T2,SC,60,90,2/4/2019
LPA82 - TEHAMA COUNTY,5200521,ANTELOPE CREEK MHP,C,C,D1,TD,SC,60,175,3/29/2018
DISTRICT 24 - TULARE,5400616,LEMON COVE WATER CO,C,C,D1,TD,DAVCS,60,109,11/19/2018
DISTRICT 23 - FRESNO,1010062,FCWWD #18/MIRA BELLA,C,C,D1,T1,SC,59,165,4/19/2018
DISTRICT 12 - VISALIA,1500483,ALLEN ROAD MUTUAL WATER SYSTEM,C,C,D1,TD,SC,59,195,12/4/2018
LPA63 - RIVERSIDE COUNTY,3301171,BRADFORD RUN RV,C,C,D1,There are no treatment plants,,59,100,8/6/2020
DISTRICT 17 - SANTA CLARA,4300831,MT. EDEN MUTUAL WATER COMPANY,C,C,D1,There are no treatment plants,SC,59,110,7/17/2018
DISTRICT 18 - SONOMA,4900660,YULUPA MUTUAL WATER COMPANY,C,C,D1,T1,SC,59,200,9/18/2013
LPA80 - STANISLAUS COUNTY,5000010,TID/ LA GRANGE WATER SYSTEM,C,C,D1,T2,SC,59,195,3/18/2020
DISTRICT 11 - MERCED,5500119,YOSEMITE VISTA ESTATES,C,C,D1,There are no treatment plants,SC,59,59,11/19/2019
DISTRICT 21 - VALLEY,410009,DEL ORO WATER CO.-MAGALIA,C,C,D1,T2,SC,58,191,3/11/2020
DISTRICT 21 - VALLEY,1100452,SHADY OAKS TRAILER PARK,C,C,D1,There are no treatment plants,SC,58,57,7/10/2018
LPA50 - MADERA COUNTY,2000533,SUGAR PINE HOMEOWNERS ASSOC,C,C,D1,There are no treatment plants,,58,120,6/17/2020
DISTRICT 03 - MENDOCINO,2300644,WOODSIDE RV PARK,C,C,D1,T1,SC,58,280,2/22/2019
LPA57 - MONTEREY COUNTY,2700612,LAGUNA SECA WC,C,C,D1,There are no treatment plants,SC,58,162,10/17/2016
LPA57 - MONTEREY COUNTY,2702299,POST RANCH INN WS,C,C,D1,T1,SC,58,265,8/23/2018
LPA63 - RIVERSIDE COUNTY,3301294,GLEN IVY HOT SPRINGS,C,C,D1,T1,SC,58,1079,10/27/2017
LPA67 - SAN DIEGO COUNTY,3700041,BARRETT LAKE MH AND RV LLC,C,C,D1,TD,SC,58,150,2/10/2020
LPA70 - SAN LUIS OBISPO COUNTY,4000203,IRISH HILLS MUTUAL WATER CO,C,C,D1,T1,SC,58,135,5/21/2019
LPA72 - SANTA BARBARA COUNTY,4200684,LINCOLNWOOD MWC,C,C,D1,T1,,58,186,5/30/2018
DISTRICT 01 - KLAMATH,4700521,SISKIYOU CO.SERVICE AREA #5/CARRICK,C,C,D1,There are no treatment plants,DAVCS,58,142,7/23/2019
DISTRICT 18 - SONOMA,4900514,RANCHO DEL PARADISO-CAL WATER SVC (PUC),C,C,D1,TD,SC,58,162,6/18/2013
DISTRICT 11 - MERCED,5500092,PONDEROSA MOBILE HOME PARK,C,C,D1,There are no treatment plants,SC,58,52,12/6/2017
LPA63 - RIVERSIDE COUNTY,3301676,THOMAS MOUNTAIN WATER COMPANY,C,C,D1,There are no treatment plants,SC,57,162,10/11/2017
DISTRICT 18 - SONOMA,4900788,EL CRYSTAL MOBILE HOME PARK,C,C,D1,T1,DAVCS,57,130,3/30/2017
DISTRICT 11 - MERCED,5510025,TUD - PHOENIX LAKE PARK,C,C,D1,T2,SC,57,131,12/5/2019
DISTRICT 21 - VALLEY,605011,DEL ORO WC - ARBUCKLE DISTRICT,C,C,D1,There are no treatment plants,SC,56,185,9/10/2018
LPA37 - CONTRA COSTA COUNTY,706005,FARRAR PARK PROPERTY OWNERS,C,C,D1,There are no treatment plants,SC,56,140,6/26/2020
DISTRICT 23 - FRESNO,1000019,FCSA #30/EL PORVENIR,C,C,D1,T2,DAVCS,56,185,7/18/2019
LPA57 - MONTEREY COUNTY,2700713,ROLLING HILLS RANCHO WA,C,C,D1,There are no treatment plants,SC,56,184,12/7/2018
LPA59 - NEVADA COUNTY,2900530,ROUGH & READY MOBILEHOME VILLAGE,C,C,D1,T1,SC,56,200,3/4/2019
DISTRICT 08 - SANTA ANA,3000825,SOUTH MIDWAY CITY MUTUAL WATER CO.,C,C,D1,TD,SC,56,825,4/25/2019
LPA72 - SANTA BARBARA COUNTY,4200693,ELLWOOD MUTUAL WATER CO.,C,C,D1,T1,SC,56,186,11/21/2019
DISTRICT 17 - SANTA CLARA,4300522,LAKE CANYON MUTUAL WATER COMPANY,C,C,D1,T2,SC,56,156,5/28/2019
DISTRICT 02 - LASSEN,4600012,ALLEGHANY COUNTY W.D.,C,C,D1,There are no treatment plants,DAVCS,56,80,12/10/2019
DISTRICT 18 - SONOMA,4900789,BLUE SPRUCE MOBILE HOME PARK,C,C,D1,T1,SC,56,90,2/8/2018
DISTRICT 10 - STOCKTON,310019,AWA LA MEL HEIGHTS #3,C,C,D1,T1,SC,55,188,4/26/2019
LPA34 - BUTTE COUNTY,400151,KEEFER CREEK ESTATES,C,C,D1,There are no treatment plants,SC,55,160,5/29/2019
DISTRICT 10 - STOCKTON,510004,CCWD - SHEEP RANCH,C,C,D1,T2,SC,55,134,10/24/2018
LPA39 - EL DORADO COUNTY,901217,BEAR STATE WATER WORKS,C,C,D1,T5,,55,100,5/14/2019
DISTRICT 12 - VISALIA,1500289,ATHAL MUTUAL WATER SYSTEM,C,C,D1,TD,SC,55,150,2/12/2020
DISTRICT 12 - VISALIA,1500535,MANON MANOR MUTUAL WATER COMPANY,C,C,D1,There are no treatment plants,SC,55,200,12/11/2018
DISTRICT 12 - VISALIA,1502164,LLANAS CAMP FOUR WATER SYSTEM,C,C,D1,TD,DAVCS,55,54,12/14/2017
DISTRICT 03 - MENDOCINO,2300717,CREEKSIDE CABINS & RV RESORT,C,C,D1,T1,SC,55,124,6/8/2017
LPA57 - MONTEREY COUNTY,2701355,PRINCES CAMP RESORT WS,C,C,D1,There are no treatment plants,SC,55,126,7/17/2017
LPA64 - SACRAMENTO COUNTY,3400135,KORTHS PIRATES LAIR,C,C,,Missing treatment classification in SDWIS,,55,150,6/4/2019
LPA67 - SAN DIEGO COUNTY,3700291,OCOTILLO OASIS MOBILE HOME PARK,C,C,D1,T1,SC,55,100,1/11/2018
LPA69 - SAN JOAQUIN COUNTY,3900637,BIG WHEEL MOBILE HOME PARK,C,C,D1,There are no treatment plants,SC,55,120,10/24/2019
DISTRICT 18 - SONOMA,4900580,SONOMA MOUNTAIN COUNTY WATER DISTRICT,C,C,D1,T1,SC,55,154,7/10/2017
LPA80 - STANISLAUS COUNTY,5000099,DEL RIO EAST HOA WATER SYSTEM,C,C,D1,There are no treatment plants,SC,55,110,6/30/2017
LPA82 - TEHAMA COUNTY,5200007,HOWELL'S LAKESIDE WATER CO.,C,C,D1,There are no treatment plants,SC,55,75,7/27/2017
LPA82 - TEHAMA COUNTY,5200558,RIVER VIEW MHC LLC,C,C,D1,TD,SC,55,100,8/30/2017
DISTRICT 11 - MERCED,5500041,ALPINE ACRES MUTUAL WATER CO,C,C,D1,There are no treatment plants,SC,55,59,7/26/2018
DISTRICT 11 - MERCED,5500064,MULLER MUTUAL WATER COMPANY,C,C,D1,There are no treatment plants,SC,55,154,8/9/2019
DISTRICT 21 - VALLEY,1100445,ORLAND MOBILE H.P.,C,C,D1,There are no treatment plants,SC,54,178,8/13/2018
DISTRICT 03 - MENDOCINO,1700606,BAYCLIFF WATER,C,C,D1,T1,SC,54,110,8/15/2017
LPA50 - MADERA COUNTY,2000770,POMONA RANCH HOUSING CENTER,C,NC,NR,There are no treatment plants,N1,54,322,12/21/2017
LPA57 - MONTEREY COUNTY,2702268,NEW CAMALDOLI HERMITAGE WS,C,C,D1,There are no treatment plants,,54,54,11/1/2016
LPA61 - PLACER COUNTY,3100014,BAKER RANCH WATER COMPANY,C,C,D1,There are no treatment plants,SC,54,150,4/17/2019
LPA62 - PLUMAS COUNTY,3200138,MEADOW EDGE MHP,C,C,D1,There are no treatment plants,SC,54,53,4/24/2018
LPA66 - SAN BERNARDINO COUNTY,3600345,WEST END MWC,C,C,D1,There are no treatment plants,SC,54,63,12/30/2019
LPA69 - SAN JOAQUIN COUNTY,3900563,GAYLA MANOR PWS,C,C,D1,T2,SC,54,146,12/6/2017
LPA70 - SAN LUIS OBISPO COUNTY,4000230,CANYON CREST MUTUAL BENEFIT WC,C,C,D1,There are no treatment plants,SC,54,125,4/5/2018
DISTRICT 05 - MONTEREY,4400559,SUMMIT MUTUAL WATER COMPANY,C,C,D1,T2,SC,54,152,2/6/2020
DISTRICT 18 - SONOMA,4900577,RIO LINDO ADVENTIST ACADEMY,C,C,D1,T2,SC,54,358,7/9/2019
DISTRICT 18 - SONOMA,4900843,SONOMA RANCH MUTUAL WATER COMPANY,C,C,D1,TD,SC,54,178,5/20/2013
DISTRICT 18 - SONOMA,4900973,GEORGE RANCH MUTUAL WATER COMPANY,C,C,D1,TD,SC,54,75,9/8/2017
DISTRICT 24 - TULARE,5400505,HARTLAND CHRISTIAN CAMP,C,C,NR,There are no treatment plants,SC,54,250,11/20/2017
DISTRICT 01 - KLAMATH,2500911,I'SOT WELL #3 & #15,C,C,D1,TD,SC,53,215,6/27/2019
LPA69 - SAN JOAQUIN COUNTY,3900755,SHADY REST TRAILER COURT,C,C,D1,There are no treatment plants,SC,53,120,11/7/2018
LPA72 - SANTA BARBARA COUNTY,4200870,CASMALIA COMM. SERVICE DIST.,C,C,D1,There are no treatment plants,,53,234,6/13/2018
DISTRICT 17 - SANTA CLARA,4300603,OAK DELL PARK,C,C,D1,T2,SC,53,100,4/17/2019
LPA80 - STANISLAUS COUNTY,5000015,OID #22 - WILLIAMS TRACT,C,C,D1,There are no treatment plants,SC,53,150,4/13/2017
LPA80 - STANISLAUS COUNTY,5000072,MULBERRY MHP,C,C,D1,There are no treatment plants,SC,53,148,4/20/2017
DISTRICT 10 - STOCKTON,5010031,CITY OF MODESTO - WALNUT MANOR,C,C,D1,TD,SC,53,175,7/6/2018
LPA82 - TEHAMA COUNTY,5201137,MILLSTREAM MOBILE HOME PARK,C,C,D1,There are no treatment plants,SC,53,80,12/18/2018
DISTRICT 11 - MERCED,5500128,GOLD RUSH MOBILE HOME PARK,C,C,D1,T2,SC,53,67,6/27/2018
LPA34 - BUTTE COUNTY,400001,YOUTH WITH A MISSION-SPRINGS OF LIVING W,C,C,D1,TD,SC,52,150,3/16/2016
LPA34 - BUTTE COUNTY,400023,GOLDEN OAKS MOBILE ESTATES,C,C,D1,TD,SC,52,34,5/13/2020
LPA39 - EL DORADO COUNTY,900308,QUINTETTE SERVICE CORP WATER,C,C,NR,T2,,52,79,6/19/2018
DISTRICT 21 - VALLEY,1100203,ARTOIS COMMUNITY S.D.,C,C,D1,There are no treatment plants,SC,52,198,6/19/2019
DISTRICT 02 - LASSEN,1800523,PINEVIEW MOBILE HOME PARK,C,C,D1,TD,SC,52,113,12/19/2017
LPA49 - LA COUNTY,1900942,ALPINE SPRINGS MOBILE HOME PARK,C,C,D1,T2,SC,52,175,1/30/2019
DISTRICT 11 - MERCED,2210925,YOSEMITE TERRACE ESTATES,C,C,D1,There are no treatment plants,SC,52,115,11/27/2018
LPA69 - SAN JOAQUIN COUNTY,3900561,LODI LAKE MOBILE HOME PARK,C,C,D1,There are no treatment plants,SC,52,104,8/7/2019
DISTRICT 01 - KLAMATH,4700546,CAL ORE MOBILE ESTATES,C,C,D1,There are no treatment plants,DAVCS,52,146,1/31/2019
DISTRICT 01 - KLAMATH,4700627,JUNIPER CREEK ESTATES,C,C,D1,There are no treatment plants,SC,52,130,5/30/2018
DISTRICT 04 - SAN FRANCISCO,4800564,HIDDEN ACRES TRAILER VILLA,C,C,D1,TD,SC,52,80,5/9/2018
DISTRICT 10 - STOCKTON,5010034,CITY OF MODESTO - NORTH TURLOCK,C,C,D1,TD,SC,52,145,7/6/2018
DISTRICT 12 - VISALIA,5410007,LSID - TONYVILLE,C,C,D1,T2,DAVCS,52,500,12/5/2017
DISTRICT 06 - SANTA BARBARA,5602110,NAVALAIR MOBILE HOME PARK,C,C,D1,T1,SC,52,160,11/22/2019
